,name,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,publisher_counts
0,Counter-Strike: Global Offensive,Valve,4011962,554258,"100,000,000 .. 200,000,000",28583,1016,7622,368,0,0,0,33
1,Dota 2,Valve,1130845,203615,"100,000,000 .. 200,000,000",35904,1818,1120,991,0,0,0,33
2,Team Fortress 2,Valve,642599,40620,"50,000,000 .. 100,000,000",9156,1299,348,190,0,0,0,33
3,PLAYERUNKNOWN'S BATTLEGROUNDS,Other,810585,691113,"20,000,000 .. 50,000,000",24486,822,10571,409,2999,2999,0,1
4,Unturned,Other,355424,35278,"20,000,000 .. 50,000,000",3781,633,322,167,0,0,0,1
5,Warframe,Other,336066,33560,"20,000,000 .. 50,000,000",7880,1047,418,372,0,0,0,2
6,Grand Theft Auto V,Other,724305,180679,"20,000,000 .. 50,000,000",10943,724,5345,243,2999,2999,0,17
7,Terraria,Other,548992,12210,"20,000,000 .. 50,000,000",5925,488,2210,143,999,999,0,2
8,Tom Clancy's Rainbow Six Siege,Ubisoft,629943,88033,"20,000,000 .. 50,000,000",12429,716,3079,328,1999,1999,0,123
9,Brawlhalla,Ubisoft,137116,24495,"20,000,000 .. 50,000,000",1865,439,198,241,0,0,0,123
10,Left 4 Dead 2,Valve,359918,10729,"20,000,000 .. 50,000,000",3318,292,571,136,999,999,0,33
11,Garry's Mod,Valve,558825,21010,"20,000,000 .. 50,000,000",9923,506,1499,148,999,999,0,33
12,Counter-Strike,Valve,158204,4131,"10,000,000 .. 20,000,000",7070,246,203,230,999,999,0,33
13,Half-Life 2: Lost Coast,Valve,7027,1121,"10,000,000 .. 20,000,000",39,0,20,0,0,0,0,33
14,Serena,Other,4748,1423,"10,000,000 .. 20,000,000",96,0,8,0,0,0,0,2
15,Paladins,Other,233061,39498,"10,000,000 .. 20,000,000",2649,250,450,55,0,0,0,5
16,War Thunder,Other,133190,32089,"10,000,000 .. 20,000,000",3189,767,307,478,0,0,0,4
17,PAYDAY 2,Other,388600,58615,"10,000,000 .. 20,000,000",4948,689,861,228,999,999,0,3
18,Counter-Strike: Source,Valve,104170,4310,"10,000,000 .. 20,000,000",9444,68,409,73,999,999,0,33
19,Path of Exile,Other,127982,9208,"10,000,000 .. 20,000,000",5875,1573,421,1222,0,0,0,1
20,Borderlands 2,Other,215658,15384,"10,000,000 .. 20,000,000",3007,1011,1038,1160,1999,1999,0,4
21,Heroes & Generals,Other,80958,39453,"10,000,000 .. 20,000,000",1445,217,101,249,0,0,0,1
22,Guacamelee! Super Turbo Championship Edition,Other,4573,377,"10,000,000 .. 20,000,000",125,76,59,76,1499,1499,0,4
23,Destiny 2,Other,220953,33052,"10,000,000 .. 20,000,000",3998,1457,373,980,0,0,0,1
24,Robocraft,Other,84376,32031,"10,000,000 .. 20,000,000",1401,1,223,1,0,0,0,3
25,Rocket League,Other,395241,40701,"10,000,000 .. 20,000,000",10422,705,1911,391,1999,1999,0,1
26,Rust,Other,386425,74097,"10,000,000 .. 20,000,000",15658,1283,2851,719,3999,3999,0,4
27,Warface,Other,40404,17741,"10,000,000 .. 20,000,000",3210,942,142,1457,0,0,0,7
28,Half-Life 2,Valve,101364,2960,"10,000,000 .. 20,000,000",679,87,373,112,999,999,0,33
29,Grim Dawn,Other,49521,3850,"10,000,000 .. 20,000,000",3871,78,1125,116,2499,2499,0,1
30,Trove,Other,59659,15152,"10,000,000 .. 20,000,000",2272,56,181,67,0,0,0,7
31,Black Squad,Other,53492,15466,"10,000,000 .. 20,000,000",553,258,69,490,0,0,0,1
32,Z1 Battle Royale,Other,114826,93725,"10,000,000 .. 20,000,000",2488,16,141,16,0,0,0,9
33,Half-Life Deathmatch: Source,Valve,1823,577,"10,000,000 .. 20,000,000",52,0,27,0,999,999,0,33
34,Ring of Elysium,Other,67658,21520,"10,000,000 .. 20,000,000",961,56,124,91,0,0,0,1
35,Portal 2,Valve,200512,2512,"10,000,000 .. 20,000,000",890,374,539,222,999,999,0,33
36,SMITE,Other,55286,13067,"10,000,000 .. 20,000,000",3080,407,190,446,0,0,0,5
37,Wallpaper Engine,Other,195469,3443,"5,000,000 .. 10,000,000",1688,134,525,18,399,399,0,1
38,GRID 2,Codemasters,20490,4269,"5,000,000 .. 10,000,000",322,87,153,100,0,0,0,23
39,World of Warships,Other,42209,11440,"5,000,000 .. 10,000,000",1525,336,231,453,0,0,0,4
40,Street Warriors Online,Other,986,729,"5,000,000 .. 10,000,000",95,0,47,0,199,199,0,1
41,The Tiny Bang Story,Other,4633,663,"5,000,000 .. 10,000,000",336,0,308,0,499,499,0,1
42,The Elder Scrolls V: Skyrim,Bethesda Softworks,270073,15353,"5,000,000 .. 10,000,000",7029,462,3513,508,1999,1999,0,43
43,The Witcher 3: Wild Hunt,Other,387243,7522,"5,000,000 .. 10,000,000",3354,426,1160,289,3999,3999,0,4
44,Counter-Strike: Condition Zero,Valve,15517,1600,"5,000,000 .. 10,000,000",654,0,41,0,999,999,0,33
45,Half-Life,Valve,47395,1764,"5,000,000 .. 10,000,000",956,430,122,562,999,999,0,33
46,Half-Life 2: Deathmatch,Valve,7620,883,"5,000,000 .. 10,000,000",510,0,49,0,499,499,0,33
47,Monster Hunter: World,Other,209985,44364,"5,000,000 .. 10,000,000",8895,659,3242,324,2999,2999,0,15
48,Kathy Rain,Other,2512,198,"5,000,000 .. 10,000,000",692,0,263,0,1499,1499,0,14
49,Counter-Strike Nexon: Studio,Other,24326,12878,"5,000,000 .. 10,000,000",670,0,46,0,0,0,0,1
50,No More Room in Hell,Other,52074,6088,"5,000,000 .. 10,000,000",487,123,122,123,0,0,0,1
51,Z1 Battle Royale: Test Server,Other,1277,1128,"5,000,000 .. 10,000,000",293,0,19,0,0,0,0,9
52,PlanetSide 2,Other,45830,9382,"5,000,000 .. 10,000,000",1441,262,171,438,0,0,0,9
53,Dirty Bomb,Other,46656,11061,"5,000,000 .. 10,000,000",717,18,89,18,0,0,0,1
54,ARK: Survival Evolved,Other,269524,80742,"5,000,000 .. 10,000,000",9915,1426,1635,664,4999,4999,0,2
55,Half-Life: Opposing Force,Valve,8663,466,"5,000,000 .. 10,000,000",249,1,159,1,499,499,0,33
56,Dead by Daylight,Other,273117,63627,"5,000,000 .. 10,000,000",7857,854,1130,407,1999,1999,0,3
57,Euro Truck Simulator 2,Other,314071,8462,"5,000,000 .. 10,000,000",5047,328,1470,123,1999,1999,0,6
58,Portal,Valve,71468,1294,"5,000,000 .. 10,000,000",246,122,171,142,999,999,0,33
59,Tom Clancy’s The Division,Ubisoft,54971,26305,"5,000,000 .. 10,000,000",5462,0,2643,0,2999,2999,0,123
60,Tomb Raider,Other,156575,6074,"5,000,000 .. 10,000,000",872,2314,448,2377,1499,1499,0,4
61,Black Desert Online,Other,23114,8228,"5,000,000 .. 10,000,000",3857,1037,387,1554,999,999,0,1
62,A Story About My Uncle,Other,23282,2038,"5,000,000 .. 10,000,000",375,13,241,13,1499,1499,0,9
63,Half-Life: Blue Shift,Valve,6271,658,"5,000,000 .. 10,000,000",160,1,169,1,499,499,0,33
64,World of Tanks Blitz,Other,39160,10980,"5,000,000 .. 10,000,000",1823,864,145,1558,0,0,0,4
65,Left 4 Dead,Valve,26113,1177,"5,000,000 .. 10,000,000",1438,30,211,43,999,999,0,33
66,Dota Underlords,Valve,70234,13511,"5,000,000 .. 10,000,000",1800,318,352,281,0,0,0,33
67,Cities: Skylines,Paradox Interactive,116939,9515,"5,000,000 .. 10,000,000",2105,226,787,174,2999,2999,0,58
68,Mount & Blade II: Bannerlord,Other,108583,15884,"5,000,000 .. 10,000,000",3404,589,2410,433,4999,4999,0,4
69,Sid Meier's Civilization V,Other,157585,6378,"5,000,000 .. 10,000,000",7355,313,3009,364,2999,2999,0,4
70,Don't Starve Together,Other,190318,7284,"5,000,000 .. 10,000,000",2272,437,580,178,1499,1499,0,11
71,Age of Empires II (2013),Xbox Game Studios,77637,3776,"5,000,000 .. 10,000,000",2138,459,693,465,1999,1999,0,37
72,VRChat,Other,54440,5657,"5,000,000 .. 10,000,000",1957,1273,62,2414,0,0,0,1
73,Clicker Heroes,Other,46943,5238,"5,000,000 .. 10,000,000",7705,44,477,85,0,0,0,3
74,Fallout Shelter,Bethesda Softworks,31111,4465,"5,000,000 .. 10,000,000",503,32,125,40,0,0,0,43
75,Day of Defeat,Valve,4279,481,"5,000,000 .. 10,000,000",107,0,26,0,499,499,0,33
76,Day of Defeat: Source,Valve,13077,1398,"5,000,000 .. 10,000,000",512,421,169,421,999,999,0,33
77,Dying Light,Other,167029,9548,"5,000,000 .. 10,000,000",2180,440,1290,210,3999,3999,0,7
78,Warhammer: Vermintide 2,Other,40681,10934,"5,000,000 .. 10,000,000",1895,301,550,381,2999,2999,0,8
79,Call of Duty: Modern Warfare 2,Activision,36030,3057,"5,000,000 .. 10,000,000",981,0,447,0,1999,1999,0,52
80,Stardew Valley,Other,249538,6076,"5,000,000 .. 10,000,000",2921,412,1382,117,1499,1499,0,1
81,SCP: Secret Laboratory,Other,58639,6369,"5,000,000 .. 10,000,000",1121,405,100,384,0,0,0,1
82,Realm Royale,Other,29988,11483,"5,000,000 .. 10,000,000",454,76,116,76,0,0,0,5
83,Braveland,Other,2133,439,"5,000,000 .. 10,000,000",643,0,247,0,699,699,0,5
84,Half-Life 2: Episode Two,Valve,20092,775,"5,000,000 .. 10,000,000",416,0,332,0,799,799,0,33
85,HITMAN 2,Other,34339,3751,"5,000,000 .. 10,000,000",871,895,468,703,9999,9999,0,3
86,Fallout 4,Bethesda Softworks,156997,48456,"5,000,000 .. 10,000,000",5379,393,2452,240,2999,2999,0,43
87,Chivalry: Medieval Warfare,Other,54158,11559,"5,000,000 .. 10,000,000",864,0,264,0,2499,2499,0,1
88,Neverwinter,Other,22170,6331,"5,000,000 .. 10,000,000",998,86,401,124,0,0,0,7
89,Life is Strange - Episode 1,Other,134047,5127,"5,000,000 .. 10,000,000",521,56,189,32,0,0,0,1
90,Half-Life 2: Episode One,Valve,12761,693,"5,000,000 .. 10,000,000",303,0,218,0,799,799,0,33
91,Don't Starve,Other,76207,2506,"5,000,000 .. 10,000,000",1320,127,418,225,999,999,0,11
92,Castle Crashers,Other,64763,2694,"5,000,000 .. 10,000,000",512,32,256,32,1499,1499,0,2
93,theHunter Classic,Other,15117,15967,"5,000,000 .. 10,000,000",207,10,38,14,0,0,0,2
94,The Forest,Other,183134,11550,"5,000,000 .. 10,000,000",1411,448,917,360,1999,1999,0,1
95,Loadout,Other,35218,5482,"5,000,000 .. 10,000,000",347,0,138,0,0,0,0,1
96,Infestation: The New Z,Other,15970,15016,"5,000,000 .. 10,000,000",757,0,69,0,0,0,0,3
97,Oddworld: Abe's Oddysee,Other,3043,493,"5,000,000 .. 10,000,000",219,0,234,0,299,299,0,4
98,Risk of Rain 2,Other,88315,3517,"5,000,000 .. 10,000,000",2387,159,1508,190,1999,1999,0,8
99,Evolve Stage 2,2K,30877,14929,"5,000,000 .. 10,000,000",459,289,151,289,0,0,0,58
100,Deathmatch Classic,Valve,1577,344,"5,000,000 .. 10,000,000",43,0,15,0,499,499,0,33
101,Deceit,Other,45788,9941,"5,000,000 .. 10,000,000",499,124,90,68,0,0,0,1
102,ARK: Survival Of The Fittest,Other,5418,3438,"5,000,000 .. 10,000,000",351,107,23,107,0,0,0,2
103,Arma 3,Bohemia Interactive,148461,15970,"5,000,000 .. 10,000,000",13398,949,2156,844,2999,2999,0,27
104,AdVenture Capitalist,Other,38637,4946,"5,000,000 .. 10,000,000",1847,183,239,237,0,0,0,7
105,APB Reloaded,Other,21852,12505,"5,000,000 .. 10,000,000",1156,248,134,248,0,0,0,3
106,Company of Heroes 2,Other,50451,14873,"5,000,000 .. 10,000,000",1508,167,273,230,1999,1999,0,9
107,Ricochet,Valve,3271,761,"2,000,000 .. 5,000,000",13,3,4,3,499,499,0,33
108,Sid Meier’s Civilization VI,Other,96913,22814,"2,000,000 .. 5,000,000",4585,552,2334,516,5999,5999,0,4
109,Freestyle 2: Street Basketball,Other,7492,2683,"2,000,000 .. 5,000,000",860,100,95,100,0,0,0,2
110,Devil May Cry 5,Other,43105,2341,"2,000,000 .. 5,000,000",1072,306,623,306,3999,3999,0,15
111,Divide By Sheep,tinyBuild,2032,195,"2,000,000 .. 5,000,000",95,0,28,0,499,499,0,48
112,Killing Floor,Other,57288,2802,"2,000,000 .. 5,000,000",1922,773,317,773,1999,1999,0,13
113,Half-Life: Source,Valve,5955,1773,"2,000,000 .. 5,000,000",273,0,143,0,999,999,0,33
114,BioShock,2K,21772,1289,"2,000,000 .. 5,000,000",362,0,195,0,0,0,0,58
115,The Witcher 2: Assassins of Kings Enhanced Edition,Other,50321,5715,"2,000,000 .. 5,000,000",869,257,284,503,1999,1999,0,2
116,Creativerse,Other,22284,5439,"2,000,000 .. 5,000,000",577,0,75,0,0,0,0,1
117,Outlast,Other,55782,2290,"2,000,000 .. 5,000,000",337,157,158,194,1999,1999,0,2
118,DayZ,Bohemia Interactive,153725,84804,"2,000,000 .. 5,000,000",8455,1313,2110,1549,4499,4499,0,27
119,Fistful of Frags,Other,27477,2668,"2,000,000 .. 5,000,000",253,54,77,54,0,0,0,1
120,BioShock Infinite,2K,94530,4610,"2,000,000 .. 5,000,000",662,40,465,40,2999,2999,0,58
121,Minion Masters,Other,43935,3757,"2,000,000 .. 5,000,000",387,396,187,396,0,0,0,3
122,KurtzPel,Other,17570,10542,"2,000,000 .. 5,000,000",633,33,107,37,0,0,0,1
123,Prison Architect,Paradox Interactive,44010,4108,"2,000,000 .. 5,000,000",1868,428,893,708,2999,2999,0,58
124,TERA,Other,12846,3312,"2,000,000 .. 5,000,000",1277,258,453,258,0,0,0,3
125,POSTAL,Other,2970,598,"2,000,000 .. 5,000,000",184,0,233,0,0,0,0,4
126,Alien Swarm,Valve,18191,989,"2,000,000 .. 5,000,000",357,0,123,0,0,0,0,33
127,Grand Theft Auto: San Andreas,Other,42544,4299,"2,000,000 .. 5,000,000",831,54,223,61,1499,1499,0,17
128,NBA 2K20,2K,17456,19797,"2,000,000 .. 5,000,000",7408,1116,4798,1090,899,5999,85,58
129,Starbound,Other,133025,9789,"2,000,000 .. 5,000,000",2997,1842,1716,1878,1499,1499,0,9
130,Just Cause 2,Square Enix,38422,3726,"2,000,000 .. 5,000,000",557,6,189,6,1499,1499,0,116
131,Battlerite,Other,45547,8651,"2,000,000 .. 5,000,000",1057,60,204,60,0,0,0,3
132,RaceRoom Racing Experience,Other,7971,4005,"2,000,000 .. 5,000,000",144,0,37,0,0,0,0,1
133,Middle-earth: Shadow of Mordor,Other,57646,4938,"2,000,000 .. 5,000,000",1018,59,811,59,1999,1999,0,1
134,BLOCKADE 3D,Other,15948,11806,"2,000,000 .. 5,000,000",527,0,51,0,0,0,0,5
135,Saints Row IV,Deep Silver,59691,5747,"2,000,000 .. 5,000,000",1189,110,823,139,1499,1499,0,41
136,FOR HONOR,Ubisoft,53486,29698,"2,000,000 .. 5,000,000",1672,237,622,200,1499,1499,0,123
137,Scrap Mechanic,Other,47703,4722,"2,000,000 .. 5,000,000",1361,183,861,257,1999,1999,0,2
138,PAYDAY The Heist,Other,34778,2538,"2,000,000 .. 5,000,000",508,2,227,2,1499,1499,0,9
139,DARK SOULS III,Other,182775,13523,"2,000,000 .. 5,000,000",4598,644,2453,539,5999,5999,0,1
140,7 Days to Die,Other,107883,20351,"2,000,000 .. 5,000,000",4080,509,1783,297,2499,2499,0,1
141,Insurgency,Other,107409,10111,"2,000,000 .. 5,000,000",968,330,247,208,1499,1499,0,2
142,Survarium,Other,12149,10603,"2,000,000 .. 5,000,000",497,31,45,46,0,0,0,1
143,Doki Doki Literature Club!,Other,132392,4292,"2,000,000 .. 5,000,000",224,145,132,171,0,0,0,1
144,Amnesia: The Dark Descent,Other,23496,1337,"2,000,000 .. 5,000,000",164,0,60,0,1999,1999,0,6
145,The Elder Scrolls V: Skyrim Special Edition,Bethesda Softworks,99481,15497,"2,000,000 .. 5,000,000",2989,153,1257,118,3999,3999,0,43
146,Last Man Standing,Other,11690,7454,"2,000,000 .. 5,000,000",340,0,104,0,0,0,0,2
147,"Warhammer 40,000: Space Marine",SEGA,12688,1159,"2,000,000 .. 5,000,000",402,0,271,0,2999,2999,0,86
148,Grand Theft Auto IV: The Complete Edition,Other,48100,21064,"2,000,000 .. 5,000,000",1507,113,679,147,1999,1999,0,17
149,Arma 2: Operation Arrowhead,Bohemia Interactive,18931,1576,"2,000,000 .. 5,000,000",3507,671,355,1259,1999,1999,0,27
150,Torchlight II,Other,34009,2082,"2,000,000 .. 5,000,000",1605,550,810,550,1999,1999,0,3
151,Europa Universalis IV,Paradox Interactive,66684,10118,"2,000,000 .. 5,000,000",15305,1114,3756,680,3999,3999,0,58
152,MORDHAU,Other,59420,11898,"2,000,000 .. 5,000,000",2370,147,1136,68,2999,2999,0,1
153,Divinity: Original Sin 2 - Definitive Edition,Other,90721,3742,"2,000,000 .. 5,000,000",4410,824,3569,733,4499,4499,0,6
154,Mount & Blade: Warband,Other,112469,2714,"2,000,000 .. 5,000,000",6183,617,2526,773,1999,1999,0,4
155,Resident Evil 2,Other,71936,1996,"2,000,000 .. 5,000,000",1461,4,746,4,3999,3999,0,15
156,Rise of the Tomb Raider,Other,74900,5070,"2,000,000 .. 5,000,000",1093,369,800,293,2999,2999,0,4
157,Sekiro: Shadows Die Twice,Other,88470,5470,"2,000,000 .. 5,000,000",2193,263,1986,337,5999,5999,0,1
158,Human: Fall Flat,Curve Digital,94386,6119,"2,000,000 .. 5,000,000",592,170,366,105,1499,1499,0,28
159,The Expendabros,Devolver Digital,16095,469,"2,000,000 .. 5,000,000",108,1,51,1,0,0,0,77
160,Business Tour - Board Game with Online Multiplayer,8Floor,22943,14208,"2,000,000 .. 5,000,000",519,151,245,213,0,0,0,39
161,The Elder Scrolls Online,Bethesda Softworks,61963,15811,"2,000,000 .. 5,000,000",5749,1082,1309,788,1999,1999,0,43
162,"Star Wars: Battlefront 2 (Classic, 2005)",Other,37174,2583,"2,000,000 .. 5,000,000",655,31,266,31,999,999,0,2
163,DOOM,Bethesda Softworks,118042,6572,"2,000,000 .. 5,000,000",850,50,613,54,1999,1999,0,43
164,LIMBO,Other,33862,2256,"2,000,000 .. 5,000,000",147,0,109,0,999,999,0,3
165,Saints Row 2,Deep Silver,10815,3162,"2,000,000 .. 5,000,000",522,0,120,0,999,999,0,41
166,Defiance,Other,9545,2940,"2,000,000 .. 5,000,000",797,0,246,0,0,0,0,7
167,Subnautica,Other,126909,6029,"2,000,000 .. 5,000,000",2277,168,1393,258,2499,2499,0,5
168,Guns of Icarus Online,Other,13240,1367,"2,000,000 .. 5,000,000",381,162,319,162,499,499,0,5
169,World of Guns: Gun Disassembly,Other,12661,2663,"2,000,000 .. 5,000,000",248,0,39,0,0,0,0,2
170,Block N Load,Other,11797,3354,"2,000,000 .. 5,000,000",723,0,60,0,0,0,0,1
171,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Other,30176,2453,"2,000,000 .. 5,000,000",1208,572,272,572,1999,1999,0,13
172,Call of Duty: Black Ops II,Activision,29046,4981,"2,000,000 .. 5,000,000",361,0,140,0,5999,5999,0,52
173,Fishing Planet,Other,17052,4194,"2,000,000 .. 5,000,000",438,187,44,193,0,0,0,1
174,Undertale,Other,123150,4915,"2,000,000 .. 5,000,000",718,213,488,244,999,999,0,1
175,Team Fortress Classic,Valve,4280,773,"2,000,000 .. 5,000,000",76,0,27,0,499,499,0,33
176,Dishonored,Bethesda Softworks,50049,1441,"2,000,000 .. 5,000,000",784,517,473,740,999,999,0,43
177,Crossout,Other,25481,8598,"2,000,000 .. 5,000,000",1700,358,223,531,0,0,0,4
178,Call of Duty: Black Ops,Activision,18601,2245,"2,000,000 .. 5,000,000",1323,0,949,0,3999,3999,0,52
179,Spiral Knights,Other,17375,3343,"2,000,000 .. 5,000,000",725,0,136,0,0,0,0,3
180,Stick Fight: The Game,Other,49318,3992,"2,000,000 .. 5,000,000",430,126,249,132,499,499,0,5
181,Batman: Arkham City - Game of the Year Edition,Other,31471,1474,"2,000,000 .. 5,000,000",1012,940,654,1869,1999,1999,0,6
182,DISTRAINT: Deluxe Edition,Other,8228,569,"2,000,000 .. 5,000,000",244,0,245,0,84,499,83,4
183,XCOM: Enemy Unknown,Other,41444,2368,"2,000,000 .. 5,000,000",2058,75,1260,75,2999,2999,0,1
184,Tabletop Simulator,Other,29010,1198,"2,000,000 .. 5,000,000",1269,263,488,279,1999,1999,0,1
185,Total War: WARHAMMER II,Other,64464,5028,"2,000,000 .. 5,000,000",11243,1061,5767,1045,5999,5999,0,9
186,Trine 2: Complete Story,Other,17937,801,"2,000,000 .. 5,000,000",363,51,201,51,499,1999,75,7
187,GunZ 2: The Second Duel,Other,6972,3506,"2,000,000 .. 5,000,000",229,0,176,0,0,0,0,1
188,The Witcher: Enhanced Edition Director's Cut,Other,42950,5558,"2,000,000 .. 5,000,000",936,8,248,8,999,999,0,2
189,Hollow Knight,Other,97155,3380,"2,000,000 .. 5,000,000",1294,424,367,541,1499,1499,0,1
190,Codename CURE,Other,12588,2472,"2,000,000 .. 5,000,000",144,0,47,0,0,0,0,1
191,BioShock 2,2K,9547,1086,"2,000,000 .. 5,000,000",419,0,128,0,0,0,0,58
192,Fallout: New Vegas,Bethesda Softworks,95852,3823,"2,000,000 .. 5,000,000",3117,421,1124,748,999,999,0,43
193,Company of Heroes - Legacy Edition,SEGA,5173,358,"2,000,000 .. 5,000,000",666,0,179,0,1999,1999,0,86
194,POSTAL 2,Other,46671,2238,"2,000,000 .. 5,000,000",407,99,200,129,999,999,0,4
195,Borderlands: The Pre-Sequel,Other,25982,6436,"2,000,000 .. 5,000,000",1384,541,566,831,3999,3999,0,1
196,Blacklight: Retribution,Other,12419,4158,"2,000,000 .. 5,000,000",546,0,141,0,0,0,0,1
197,Transformice,Other,14437,2430,"2,000,000 .. 5,000,000",474,2619,45,2619,0,0,0,2
198,Plants vs. Zombies GOTY Edition,Other,36840,1382,"2,000,000 .. 5,000,000",1671,65,548,75,499,499,0,12
199,The Lord of the Rings Online,Other,8860,2162,"2,000,000 .. 5,000,000",1907,24,104,24,0,0,0,2
200,Darkest Dungeon,Other,68601,7875,"2,000,000 .. 5,000,000",1912,722,627,722,2499,2499,0,1
201,FTL: Faster Than Light,Other,52188,2064,"2,000,000 .. 5,000,000",968,31,488,31,999,999,0,2
202,S.K.I.L.L. - Special Force 2 (Shooter),Other,7903,3565,"2,000,000 .. 5,000,000",726,1,80,1,0,0,0,5
203,Cuisine Royale,Other,20874,4712,"2,000,000 .. 5,000,000",309,58,53,86,0,0,0,4
204,WARMODE,Other,10255,6598,"2,000,000 .. 5,000,000",167,3,52,3,0,0,0,5
205,Mafia II (Classic),2K,41448,2219,"2,000,000 .. 5,000,000",1201,0,943,0,2999,2999,0,58
206,Call of Duty: Modern Warfare 3,Activision,23180,3741,"2,000,000 .. 5,000,000",0,0,0,0,3999,3999,0,52
207,EVE Online,Other,14227,4422,"2,000,000 .. 5,000,000",1132,216,151,314,0,0,0,4
208,Batman: Arkham Asylum Game of the Year Edition,Warner Bros. Interactive Entertainment,25887,1066,"2,000,000 .. 5,000,000",650,322,564,322,1999,1999,0,29
209,Gotham City Impostors Free to Play,Warner Bros. Interactive Entertainment,9628,1814,"2,000,000 .. 5,000,000",224,0,82,0,0,0,0,29
210,XCOM 2,Other,47957,8525,"2,000,000 .. 5,000,000",4854,367,2048,435,5999,5999,0,1
211,Total War: ROME II - Emperor Edition,SEGA,44479,13650,"2,000,000 .. 5,000,000",5369,253,2163,344,5999,5999,0,86
212,The I of the Dragon,Other,454,253,"2,000,000 .. 5,000,000",246,0,256,0,699,699,0,4
213,Quake Live,Bethesda Softworks,11203,1968,"2,000,000 .. 5,000,000",2274,103,73,103,999,999,0,43
214,Just Cause 3,Square Enix,58479,16347,"2,000,000 .. 5,000,000",1087,34,410,42,1999,1999,0,116
215,Halo: The Master Chief Collection,Xbox Game Studios,85591,8250,"2,000,000 .. 5,000,000",1505,161,737,107,3999,3999,0,37
216,Crusader Kings II,Paradox Interactive,51598,5821,"2,000,000 .. 5,000,000",3465,279,268,230,0,0,0,58
217,Goat Simulator,Other,48977,5825,"2,000,000 .. 5,000,000",634,252,148,252,999,999,0,9
218,Mirror's Edge,Electronic Arts,23386,3204,"2,000,000 .. 5,000,000",348,923,131,925,1999,1999,0,63
219,Shadow Warrior,Devolver Digital,20160,1545,"2,000,000 .. 5,000,000",376,92,209,92,999,3999,75,77
220,Magic Duels,Other,16925,7066,"2,000,000 .. 5,000,000",330,0,133,0,0,0,0,4
221,Metro 2033 Redux,Deep Silver,38703,7100,"2,000,000 .. 5,000,000",529,581,398,1154,1999,1999,0,41
222,Space Engineers,Other,80638,11127,"2,000,000 .. 5,000,000",3319,1265,942,1742,1999,1999,0,4
223,Age of Empires III: Complete Collection,Xbox Game Studios,22940,2518,"2,000,000 .. 5,000,000",1256,73,385,73,3999,3999,0,37
224,Yu-Gi-Oh! Duel Links,Other,18311,3866,"2,000,000 .. 5,000,000",1540,118,253,224,0,0,0,19
225,Alien Swarm: Reactive Drop,Other,11168,681,"2,000,000 .. 5,000,000",205,164,109,164,0,0,0,1
226,Metro: Last Light Redux,Deep Silver,31993,5575,"2,000,000 .. 5,000,000",574,0,476,0,1999,1999,0,41
227,Hearts of Iron IV,Paradox Interactive,85067,8267,"2,000,000 .. 5,000,000",10022,682,5691,621,3999,3999,0,58
228,The Awesome Adventures of Captain Spirit,Square Enix,9892,785,"2,000,000 .. 5,000,000",96,1,71,1,0,0,0,116
229,Stellaris,Paradox Interactive,70369,12234,"2,000,000 .. 5,000,000",8952,1010,2397,875,3999,3999,0,58
230,The Binding of Isaac,Other,45767,2057,"2,000,000 .. 5,000,000",1151,50,337,50,499,499,0,3
231,The Binding of Isaac: Rebirth,Other,107209,2128,"2,000,000 .. 5,000,000",6400,255,2550,273,1499,1499,0,13
232,TrackMania Nations Forever,Ubisoft,10678,1578,"2,000,000 .. 5,000,000",494,35,86,47,0,0,0,123
233,RIFT,Other,7344,2472,"2,000,000 .. 5,000,000",4074,0,670,0,0,0,0,7
234,Totally Accurate Battle Simulator,Other,34603,857,"2,000,000 .. 5,000,000",512,75,447,120,1499,1499,0,5
235,Orcs Must Die! 2,Other,14782,812,"2,000,000 .. 5,000,000",971,0,449,0,1499,1499,0,5
236,Tree of Savior (English Ver.),Other,11318,6476,"2,000,000 .. 5,000,000",1776,94,316,94,0,0,0,2
237,DCS World Steam Edition,Other,9684,2205,"2,000,000 .. 5,000,000",1050,2193,33,2296,0,0,0,1
238,Titan Quest Anniversary Edition,THQ Nordic,16215,1579,"2,000,000 .. 5,000,000",1169,245,303,245,1999,1999,0,109
239,Red Dead Redemption 2,Other,72158,21962,"2,000,000 .. 5,000,000",3116,814,2068,238,5999,5999,0,17
240,Bastion,Other,30552,1310,"2,000,000 .. 5,000,000",301,0,160,0,1499,1499,0,4
241,Argo,Bohemia Interactive,5128,5290,"2,000,000 .. 5,000,000",70,0,23,0,0,0,0,27
242,Blender,Other,13266,432,"2,000,000 .. 5,000,000",1200,124,43,191,0,0,0,1
243,Total War: EMPIRE – Definitive Edition,Other,19539,2097,"2,000,000 .. 5,000,000",2872,1,753,1,2499,2499,0,9
244,太吾绘卷 The Scroll Of Taiwu,Other,25999,3766,"2,000,000 .. 5,000,000",2722,35,1551,51,1999,1999,0,1
245,America's Army: Proving Grounds,Other,7297,2000,"2,000,000 .. 5,000,000",2507,0,45,0,0,0,0,2
246,DARK SOULS: Prepare To Die Edition,BANDAI NAMCO Entertainment,67201,6303,"2,000,000 .. 5,000,000",3549,0,1736,0,0,0,0,71
