,name,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,publisher_counts
20370,Roaming Fortress,Other,6,6,"0 .. 20,000",0,0,0,0,1099,1099,0,1
20371,DungeonGOGO,Other,0,1,"0 .. 20,000",0,0,0,0,699,699,0,2
20372,The Entity,Other,16,15,"0 .. 20,000",0,0,0,0,399,399,0,2
20373,Rocka Feller,Other,1,0,"0 .. 20,000",0,0,0,0,199,199,0,2
20374,Donald VS Martians,Other,17,8,"0 .. 20,000",0,0,0,0,54,99,45,2
20375,eMedia Piano and Keyboard Method,Other,16,0,"0 .. 20,000",0,0,0,0,4999,4999,0,3
20376,Samphi,Other,14,12,"0 .. 20,000",0,0,0,0,499,499,0,1
20377,Battle Master,Other,1,0,"0 .. 20,000",0,0,0,0,699,699,0,9
20378,Cotropitorii,Other,7,0,"0 .. 20,000",0,0,0,0,299,299,0,1
20379,Forward Line,Other,11,0,"0 .. 20,000",0,0,0,0,699,699,0,1
20380,Mirrors,Other,4,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20381,The Dark Inside Me,Other,79,34,"0 .. 20,000",0,0,0,0,799,799,0,1
20382,Zero spring episode 3,Other,1,0,"0 .. 20,000",0,0,0,0,198,198,0,14
20383,Road Works,Other,4,10,"0 .. 20,000",0,0,0,0,799,799,0,1
20384,MXGP2 - The Official Motocross Videogame Compact,Milestone S.r.l.,32,23,"0 .. 20,000",4,0,4,0,999,999,0,26
20385,MineSweeper VR,Other,29,8,"0 .. 20,000",0,0,0,0,399,399,0,8
20386,Snake Treasure Chest,Other,3,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20387,Hello Kitty and Sanrio Friends Racing,Other,31,30,"0 .. 20,000",0,0,0,0,1999,1999,0,1
20388,Galactic Lander,Other,80,9,"0 .. 20,000",0,0,0,0,0,0,0,3
20389,Princess of Tavern Collector's Edition,Other,29,11,"0 .. 20,000",0,0,0,0,999,999,0,19
20390,Strangers of the Power 3,Other,5,1,"0 .. 20,000",0,0,0,0,699,699,0,7
20391,Crashphalt,Other,11,2,"0 .. 20,000",0,0,0,0,0,0,0,1
20392,Hop Step Sing! Nozokanaide Naked Heart (HQ Edition),Degica,42,5,"0 .. 20,000",0,0,0,0,699,699,0,97
20393,Bit Shifter,Other,25,1,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20394,BULLET SOUL INFINITE BURST / バレットソウル - インフィニットバースト -,Other,30,7,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20395,Zxill: A Legend of Time,Other,1,5,"0 .. 20,000",0,0,0,0,699,699,0,2
20396,Bug Aviators in Theme Park,Other,17,7,"0 .. 20,000",0,0,0,0,0,0,0,1
20397,The 'I Love Money' Show,Other,16,2,"0 .. 20,000",0,0,0,0,99,99,0,4
20398,Bleeding Blocks,Other,11,3,"0 .. 20,000",0,0,0,0,199,199,0,1
20399,Bike of the Wild,Other,9,13,"0 .. 20,000",0,0,0,0,499,499,0,2
20400,Tank of War-VR,Other,6,5,"0 .. 20,000",0,0,0,0,0,0,0,2
20401,Original Journey,Other,108,35,"0 .. 20,000",0,0,0,0,1199,1199,0,9
20402,"Fly, Glowfly!",Other,10,2,"0 .. 20,000",263,0,263,0,499,499,0,1
20403,Ghost Grab 3000,Other,26,0,"0 .. 20,000",0,0,0,0,499,499,0,4
20404,Cosmic Cash,Other,2,3,"0 .. 20,000",0,0,0,0,199,199,0,1
20405,Achievement Lurker: Easiest Cosmetic Numbers,Other,26,7,"0 .. 20,000",0,0,0,0,199,199,0,8
20406,Walk The Light,Other,3,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20407,Inside The Code,Other,0,1,"0 .. 20,000",0,0,0,0,399,399,0,3
20408,Flaky Bakery,Other,8,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20409,Alien Blitz,Other,16,4,"0 .. 20,000",0,0,0,0,699,699,0,1
20410,The Lost Heir 2: Forging a Kingdom,Hosted Games,24,7,"0 .. 20,000",0,0,0,0,299,299,0,62
20411,NOBUNAGA’S AMBITION: Soutenroku with Power Up Kit / 信長の野望・蒼天録 with パワーアップキット,"KOEI TECMO GAMES CO., LTD.",25,14,"0 .. 20,000",0,0,0,0,2999,2999,0,78
20412,Cryptofall: Investor simulator,Other,6,0,"0 .. 20,000",0,0,0,0,499,499,0,2
20413,Monsterplants vs Bowling - Arcade Edition,Other,2,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20414,XCavalypse,Other,30,17,"0 .. 20,000",0,0,0,0,599,599,0,1
20415,TERRORHYTHM (TRRT) - Rhythm driven action beat 'em up!,Other,60,21,"0 .. 20,000",0,0,0,0,1999,1999,0,3
20416,New Yankee in King Arthur's Court 5,Alawar Entertainment,1,0,"0 .. 20,000",0,0,0,0,699,699,0,77
20417,Crystal Chip Collector,Other,3,8,"0 .. 20,000",190,0,190,0,499,499,0,6
20418,Hello Emoji: Drawing to Solve Puzzles,Other,1,0,"0 .. 20,000",0,0,0,0,99,99,0,2
20419,MIND TWINS - The Twisted Co-op Platformer,DRUNKEN APES,5,13,"0 .. 20,000",0,0,0,0,299,299,0,30
20420,Dead Ground,Other,57,33,"0 .. 20,000",0,0,0,0,499,499,0,3
20421,Super Cat Herding: Totally Awesome Edition,Other,22,4,"0 .. 20,000",0,0,0,0,999,999,0,2
20422,R.A.F.A.,Other,2,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20423,Dream Flash,Other,16,0,"0 .. 20,000",0,0,0,0,699,699,0,1
20424,Love Breakout,Other,121,15,"0 .. 20,000",0,0,0,0,99,99,0,2
20425,Leveron Space,Other,3,10,"0 .. 20,000",0,0,0,0,99,99,0,1
20426,3D Sprite Renderer,Other,2,3,"0 .. 20,000",0,0,0,0,2999,2999,0,3
20427,OESE,Other,43,9,"0 .. 20,000",0,0,0,0,0,0,0,4
20428,Zenkat,Other,0,1,"0 .. 20,000",0,0,0,0,199,199,0,1
20429,9Grids VR,Other,3,3,"0 .. 20,000",0,0,0,0,199,199,0,3
20430,DRONES AND RUINS,Other,2,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20431,The Dark Room,Other,102,8,"0 .. 20,000",0,0,0,0,1399,1399,0,3
20432,Drunkn Bar Fight on Halloween,Other,23,4,"0 .. 20,000",0,0,0,0,299,299,0,2
20433,PanoPainter,Other,15,7,"0 .. 20,000",22,0,22,0,1999,1999,0,1
20434,Magic Tower 3D,Other,4,12,"0 .. 20,000",0,0,0,0,299,299,0,1
20435,Gamedev Beatdown,Other,9,0,"0 .. 20,000",0,0,0,0,1299,1299,0,1
20436,Containment Initiative: PC Standalone,Other,5,4,"0 .. 20,000",0,0,0,0,99,99,0,2
20437,Magical Diary: Wolf Hall,Other,98,1,"0 .. 20,000",0,0,0,0,2499,2499,0,10
20438,Dies irae ~Interview with Kaziklu Bey~,Other,35,0,"0 .. 20,000",0,0,0,0,1999,1999,0,2
20439,Puzzle: Fire Sticks,Other,12,3,"0 .. 20,000",0,0,0,0,90,90,0,1
20440,LandTraveller,Other,34,3,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20441,POLYCRUSHER,Other,12,8,"0 .. 20,000",0,0,0,0,999,999,0,4
20442,Snake 3D Adventures,Other,17,4,"0 .. 20,000",0,0,0,0,199,199,0,1
20443,Piko Piko,Degica,39,7,"0 .. 20,000",0,0,0,0,999,999,0,97
20444,Queendoom,Other,19,0,"0 .. 20,000",0,0,0,0,999,999,0,2
20445,Exertus,Other,69,10,"0 .. 20,000",0,0,0,0,99,199,50,2
20446,RACING GAME,Other,2,1,"0 .. 20,000",0,0,0,0,399,399,0,1
20447,The Ballad Singer,Other,56,13,"0 .. 20,000",0,0,0,0,2299,2299,0,1
20448,Shovel Knight: Shovel of Hope,Other,122,6,"0 .. 20,000",435,235,435,235,1499,1499,0,5
20449,Biolab Wars,Other,41,2,"0 .. 20,000",0,0,0,0,199,199,0,1
20450,Angelo and Deemon: One Hell of a Quest,Other,54,13,"0 .. 20,000",0,0,0,0,1399,1399,0,5
20451,Gods of Havoc: Fall to Earth,Other,2,2,"0 .. 20,000",0,0,0,0,799,799,0,7
20452,DESOLATE: Clone Catastrophe,Other,0,2,"0 .. 20,000",0,0,0,0,0,0,0,4
20453,Guildmaster Story,Other,3,0,"0 .. 20,000",0,0,0,0,999,999,0,3
20454,Chicken Chase,Other,6,1,"0 .. 20,000",0,0,0,0,299,299,0,1
20455,Rage Melee,Other,3,3,"0 .. 20,000",0,0,0,0,0,0,0,3
20456,Asian Riddles,8floor,2,1,"0 .. 20,000",0,0,0,0,499,499,0,55
20457,Kakatte Koi Yo!,Other,4,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20458,Loops of Zen,Other,23,3,"0 .. 20,000",246,0,246,0,299,299,0,3
20459,光與暗之戀曲,Other,38,14,"0 .. 20,000",0,0,0,0,999,999,0,1
20460,Alien Invasion Tower Defense,Other,6,9,"0 .. 20,000",0,0,0,0,199,199,0,1
20461,Zero-G,Other,13,4,"0 .. 20,000",0,0,0,0,799,799,0,1
20462,Premier Manager 10,Funbox Media Ltd,2,2,"0 .. 20,000",0,0,0,0,299,299,0,38
20463,DreamPlan,Other,2,0,"0 .. 20,000",0,0,0,0,3999,3999,0,6
20464,Ironlights,Other,68,24,"0 .. 20,000",0,0,0,0,1999,1999,0,5
20465,Puzzle Showdown 4K,Other,3,4,"0 .. 20,000",0,0,0,0,599,599,0,4
20466,Ricky Raccoon 2 - Adventures in Egypt,familyplay,12,5,"0 .. 20,000",0,0,0,0,899,899,0,44
20467,NUVAVULT,Other,6,0,"0 .. 20,000",0,0,0,0,299,299,0,1
20468,Close Combat: Last Stand Arnhem,Slitherine Ltd.,41,8,"0 .. 20,000",0,0,0,0,3999,3999,0,85
20469,Super Novel Collector (Speedrun Edition),Other,1,0,"0 .. 20,000",0,0,0,0,599,599,0,1
20470,Tessa's Ark,Other,12,6,"0 .. 20,000",10,0,10,0,0,0,0,1
20471,High clear VR,Other,37,9,"0 .. 20,000",0,0,0,0,1999,1999,0,1
20472,Il Sole e la Luna 2,Other,1,0,"0 .. 20,000",0,0,0,0,299,299,0,2
20473,Aeroplanoui,Other,6,1,"0 .. 20,000",0,0,0,0,299,299,0,3
20474,Planet Lander,Other,3,1,"0 .. 20,000",0,0,0,0,99,99,0,18
20475,幻世情缘,Other,11,7,"0 .. 20,000",0,0,0,0,99,99,0,12
20476,漫步者 The Walker,Other,4,0,"0 .. 20,000",0,0,0,0,199,199,0,2
20477,Egypt Solitaire. Match 2 Cards,8floor,1,0,"0 .. 20,000",0,0,0,0,499,499,0,55
20478,BloodLust 2: Nemesis,Other,76,15,"0 .. 20,000",0,0,0,0,1499,1499,0,4
20479,Paper Quest,Other,0,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20480,Koral,Other,142,22,"0 .. 20,000",0,0,0,0,1199,1199,0,2
20481,Extreme Exorcism,Other,30,5,"0 .. 20,000",0,0,0,0,599,599,0,13
20482,Predestination,Other,41,27,"0 .. 20,000",0,0,0,0,2999,2999,0,1
20483,Battlecraft - Tactics Online,Other,11,7,"0 .. 20,000",0,0,0,0,0,0,0,1
20484,Don't Escape Trilogy,Other,51,0,"0 .. 20,000",0,0,0,0,499,499,0,19
20485,RC Plane VR,Other,1,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20486,Banzai Escape 2,Other,12,2,"0 .. 20,000",0,0,0,0,1999,1999,0,2
20487,K-Point Ski Jumping,Other,52,13,"0 .. 20,000",0,0,0,0,599,599,0,1
20488,晴空：未来的守望,Other,4,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20489,Too Loud: Chapter 1,Other,20,1,"0 .. 20,000",0,0,0,0,0,0,0,2
20490,Indie Dream,Other,76,11,"0 .. 20,000",0,0,0,0,99,99,0,1
20491,Chopper: Attack helicopters,Other,11,12,"0 .. 20,000",10,0,10,0,0,0,0,2
20492,Team A.R.G. Anthology,Other,3,0,"0 .. 20,000",0,0,0,0,0,0,0,1
20493,Adventure Field 3 Definitive Edition,Other,4,2,"0 .. 20,000",0,0,0,0,0,0,0,2
20494,Retro,Other,1,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20495,Power Gunner,Other,32,0,"0 .. 20,000",0,0,0,0,99,99,0,2
20496,Pandemic Crisis,Other,6,0,"0 .. 20,000",0,0,0,0,399,399,0,5
20497,Summer Pockets,Other,554,9,"0 .. 20,000",0,0,0,0,4499,4499,0,5
20498,Tropical Escape,Other,8,19,"0 .. 20,000",0,0,0,0,199,199,0,1
20499,Mystic Escape - Diary of a Prisoner,Other,4,0,"0 .. 20,000",0,0,0,0,999,999,0,3
20500,Unlock The King 3,Minimol Games,16,1,"0 .. 20,000",0,0,0,0,99,99,0,21
20501,东方幻灵录,Other,353,32,"0 .. 20,000",0,0,0,0,999,999,0,4
20502,Odd Island,Other,36,9,"0 .. 20,000",0,0,0,0,0,0,0,8
20503,Elva the Eco Dragon,Other,1,0,"0 .. 20,000",0,0,0,0,999,999,0,4
20504,Simple RTS,Other,12,2,"0 .. 20,000",0,0,0,0,499,499,0,1
20505,Artificial Extinction,Other,110,21,"0 .. 20,000",0,0,0,0,1999,1999,0,1
20506,Jar Sam,Other,4,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20507,Sky Residences at Ice District,Other,5,0,"0 .. 20,000",0,0,0,0,0,0,0,1
20508,A Mass of Dead,Other,20,22,"0 .. 20,000",0,0,0,0,499,499,0,2
20509,看白海豚的好日子 A Perfect Day for White Dolphin,Other,6,0,"0 .. 20,000",0,0,0,0,699,699,0,1
20510,Puzzle Mania,Other,1,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20511,Houdini Indie,Other,63,1,"0 .. 20,000",0,0,0,0,0,0,0,1
20512,Tactics Rogue,Other,1,1,"0 .. 20,000",0,0,0,0,999,999,0,1
20513,To Burn in Memory (Anniversary Edition),Other,5,0,"0 .. 20,000",0,0,0,0,299,299,0,1
20514,Divinia Chronicles: Relics of Gan-Ti,Other,33,4,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20515,Lost in the Dungeon,Other,56,34,"0 .. 20,000",57,0,57,0,599,599,0,1
20516,Trip Troupe [Mixer Stream Host App],Other,6,3,"0 .. 20,000",0,0,0,0,0,0,0,2
20517,Heart's Medicine - Doctor's Oath,GameHouse,26,14,"0 .. 20,000",0,0,0,0,1299,1299,0,32
20518,Anima: Gate of Memories - The Nameless Chronicles,Other,55,11,"0 .. 20,000",0,0,0,0,1999,1999,0,15
20519,Square Route,Other,2,0,"0 .. 20,000",0,0,0,0,199,199,0,5
20520,Hearing,Other,14,17,"0 .. 20,000",0,0,0,0,99,99,0,1
20521,Fabulous - Angela's True Colors,GameHouse,29,3,"0 .. 20,000",0,0,0,0,1299,1299,0,32
20522,Tower Defense Sudden Attack,Other,2,21,"0 .. 20,000",0,0,0,0,99,99,0,4
20523,FRONTIERS,Other,88,206,"0 .. 20,000",33,0,33,0,1499,1499,0,6
20524,80.08,Other,1,1,"0 .. 20,000",0,0,0,0,0,0,0,2
20525,AQUARYOUNS World,Other,16,13,"0 .. 20,000",0,0,0,0,0,0,0,1
20526,Car Transporter 2013,Other,1,3,"0 .. 20,000",0,0,0,0,799,799,0,5
20527,Frontline: Western Front,Other,24,2,"0 .. 20,000",0,0,0,0,399,399,0,3
20528,Defeat the Beat,Other,4,1,"0 .. 20,000",0,0,0,0,499,499,0,2
20529,Horror Legends,Other,43,8,"0 .. 20,000",0,0,0,0,999,999,0,1
20530,Firmament Wars,Other,37,11,"0 .. 20,000",0,0,0,0,199,199,0,1
20531,Strategic Command: World War I,Slitherine Ltd.,110,9,"0 .. 20,000",0,0,0,0,3999,3999,0,85
20532,Knights Rubbish,Other,1,1,"0 .. 20,000",0,0,0,0,399,399,0,1
20533,Darkness and Flame: Enemy in Reflection,FIVE-BN GAMES,14,0,"0 .. 20,000",0,0,0,0,699,699,0,22
20534,Market Dominion,Other,4,0,"0 .. 20,000",0,0,0,0,799,799,0,1
20535,qrth-phyl,Other,15,1,"0 .. 20,000",0,0,0,0,499,499,0,2
20536,Paparazzi,Other,11,8,"0 .. 20,000",0,0,0,0,199,199,0,2
20537,StaudSoft's Synthetic World Beta,Other,15,8,"0 .. 20,000",0,0,0,0,999,999,0,1
20538,Fugue,Other,3,5,"0 .. 20,000",0,0,0,0,499,499,0,1
20539,aMAZE Classic: Inverted,Blender Games,36,13,"0 .. 20,000",0,0,0,0,99,99,0,60
20540,Dark Rising,Other,3,10,"0 .. 20,000",0,0,0,0,799,799,0,1
20541,Battle Of Worldviews,Metal Fox,8,13,"0 .. 20,000",0,0,0,0,199,199,0,23
20542,Danger Zone 2,Other,42,27,"0 .. 20,000",0,0,0,0,1999,1999,0,2
20543,Unheard Screams - King Leopold II's Rule Over The Congo,Other,8,7,"0 .. 20,000",0,0,0,0,299,299,0,3
20544,TRE HUN: Unity-Chan x Action,Other,5,1,"0 .. 20,000",0,0,0,0,499,499,0,1
20545,Flip,Other,20,1,"0 .. 20,000",0,0,0,0,0,0,0,1
20546,Another Rocket Game,Other,7,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20547,TRIDENT BARRAGE,Other,2,0,"0 .. 20,000",0,0,0,0,299,299,0,8
20548,Hunting Unlimited 4,Ziggurat,8,4,"0 .. 20,000",0,0,0,0,999,999,0,39
20549,Robot Tsunami,Other,1,3,"0 .. 20,000",0,0,0,0,999,999,0,1
20550,Mover,Other,32,14,"0 .. 20,000",12,0,12,0,99,99,0,3
20551,10 Minute Barbarian,Other,15,5,"0 .. 20,000",0,0,0,0,0,0,0,1
20552,RAYGUN COMMANDO VR 2,Other,4,2,"0 .. 20,000",0,0,0,0,0,0,0,8
20553,EXA: The Infinite Instrument,Other,65,1,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20554,Blaster Master Zero 2,Other,122,10,"0 .. 20,000",301,0,301,0,999,999,0,10
20555,Forex Trading Master: Simulator,Other,18,13,"0 .. 20,000",0,0,0,0,199,199,0,2
20556,The Padre,Other,37,0,"0 .. 20,000",0,0,0,0,1999,1999,0,3
20557,March to Glory,Slitherine Ltd.,14,14,"0 .. 20,000",0,0,0,0,1999,1999,0,85
20558,Real Life Battle Royal: It's gonna be an... EPIC game,Bmc Studio,12,7,"0 .. 20,000",0,0,0,0,299,299,0,23
20559,Anstorm,Other,26,2,"0 .. 20,000",0,0,0,0,199,199,0,2
20560,Hollow Throne,Other,7,3,"0 .. 20,000",0,0,0,0,99,99,0,1
20561,Hidden Dragon: Legend,Other,67,8,"0 .. 20,000",0,0,0,0,1499,1499,0,4
20562,Aladin & the Enchanted Lamp,Other,8,5,"0 .. 20,000",0,0,0,0,199,199,0,12
20563,Lonely Astronaut,Other,11,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20564,Quote,Other,9,4,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20565,同居指南 | Cohabitation Guide,Other,10,6,"0 .. 20,000",0,0,0,0,299,299,0,4
20566,Inclement,Other,25,3,"0 .. 20,000",0,0,0,0,99,99,0,3
20567,Blacklist Brigade,Other,10,2,"0 .. 20,000",0,0,0,0,1099,1099,0,1
20568,Shield of Shalwend,Other,2,1,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20569,Buttle Tank,Other,7,3,"0 .. 20,000",0,0,0,0,299,299,0,14
20570,Asher,Other,10,1,"0 .. 20,000",0,0,0,0,599,599,0,1
20571,Raining blocks,Other,13,1,"0 .. 20,000",0,0,0,0,0,0,0,1
20572,Elpida: Crônicas de uma guerreira,Other,4,0,"0 .. 20,000",0,0,0,0,299,299,0,1
20573,Chocolate makes you happy: Valentine's Day,Blender Games,10,11,"0 .. 20,000",0,0,0,0,99,99,0,60
20574,Mr. Pumpkin 2: Kowloon walled city,Other,121,14,"0 .. 20,000",0,0,0,0,599,599,0,3
20575,Miss Cat,Other,18,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20576,Dininho Adventures,Other,82,6,"0 .. 20,000",0,0,0,0,499,499,0,1
20577,Soul Reaper: Unreap Commander,Other,6,3,"0 .. 20,000",0,0,0,0,0,0,0,2
20578,Conception PLUS: Maidens of the Twelve Stars,"Spike Chunsoft Co., Ltd.",40,12,"0 .. 20,000",0,0,0,0,5999,5999,0,25
20579,Bambino Rally 3,Other,23,19,"0 .. 20,000",0,0,0,0,199,199,0,5
20580,The SOL Device,Other,1,1,"0 .. 20,000",0,0,0,0,499,499,0,1
20581,Metamorphic,Other,21,11,"0 .. 20,000",0,0,0,0,499,499,0,1
20582,美少女麻将接龙,Other,19,6,"0 .. 20,000",0,0,0,0,199,199,0,2
20583,Line/Dash,Other,19,5,"0 .. 20,000",0,0,0,0,199,199,0,8
20584,Slime Simulator Games,Other,3,2,"0 .. 20,000",0,0,0,0,0,0,0,1
20585,MY 1980's DASHBOARD,Other,48,11,"0 .. 20,000",0,0,0,0,399,399,0,2
20586,"Design it, Drive it : Speedboats",Other,40,9,"0 .. 20,000",0,0,0,0,2499,2499,0,1
20587,Monktastic,Other,2,0,"0 .. 20,000",0,0,0,0,99,99,0,2
20588,SUPERVERSE,Other,27,8,"0 .. 20,000",0,0,0,0,1199,1199,0,1
20589,Dropship Down,Other,21,20,"0 .. 20,000",0,0,0,0,0,0,0,2
20590,BAX,Other,19,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20591,VR Amazing Files: Horror Hospital,Other,13,17,"0 .. 20,000",0,0,0,0,899,899,0,2
20592,Spy Tactics,Other,14,4,"0 .. 20,000",0,0,0,0,299,299,0,2
20593,Filthy Lucre,Other,53,18,"0 .. 20,000",0,0,0,0,1299,1299,0,1
20594,Rugby League Live 4,Other,31,29,"0 .. 20,000",0,0,0,0,4999,4999,0,2
20595,Voidrunner,Other,59,24,"0 .. 20,000",0,0,0,0,0,0,0,1
20596,Spinning Maze,Other,14,2,"0 .. 20,000",0,0,0,0,999,999,0,1
20597,Little Dungeon Stories,GrabTheGames,50,13,"0 .. 20,000",0,0,0,0,799,799,0,40
20598,HAUNTED: Halloween '85 (Original NES Game),Other,14,3,"0 .. 20,000",0,0,0,0,799,799,0,2
20599,DemonicGuestVR,Other,11,5,"0 .. 20,000",0,0,0,0,99,99,0,1
20600,Gourmet Warriors,Other,5,1,"0 .. 20,000",0,0,0,0,1199,1199,0,17
20601,Balthazar's Dream,Other,90,11,"0 .. 20,000",0,0,0,0,499,499,0,1
20602,ArtPose Pro,Other,94,17,"0 .. 20,000",0,0,0,0,999,999,0,1
20603,Eve of Destruction - REDUX VIETNAM,Other,39,17,"0 .. 20,000",0,0,0,0,999,999,0,4
20604,Wizards of Brandel,KEMCO,2,0,"0 .. 20,000",0,0,0,0,1299,1299,0,29
20605,Remind Yourself,Other,1,3,"0 .. 20,000",0,0,0,0,199,199,0,2
20606,Ninja Shodown,Rising Star Games,11,2,"0 .. 20,000",0,0,0,0,1499,1499,0,20
20607,Blaze Revolutions,Other,12,0,"0 .. 20,000",0,0,0,0,1799,1799,0,1
20608,Zebra Logic Master,Other,5,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20609,Blind Love,Other,60,2,"0 .. 20,000",0,0,0,0,99,99,0,7
20610,SnipZ,Other,6,20,"0 .. 20,000",0,0,0,0,499,499,0,17
20611,War Theatre: Blood of Winter,Other,4,4,"0 .. 20,000",0,0,0,0,0,0,0,4
20612,Castle Torgeath Redux,Other,6,0,"0 .. 20,000",0,0,0,0,999,999,0,2
20613,Pong like,Other,0,7,"0 .. 20,000",0,0,0,0,0,0,0,1
20614,GALAXIUM,Other,2,1,"0 .. 20,000",0,0,0,0,199,199,0,1
20615,Vicious Gambling Agreement,Other,3,4,"0 .. 20,000",0,0,0,0,899,899,0,1
20616,Kamio Recoil,Other,3,0,"0 .. 20,000",0,0,0,0,799,799,0,2
20617,Double Clue: Solitaire Stories,Big Fish Games,2,2,"0 .. 20,000",0,0,0,0,699,699,0,324
20618,30km survival zone: Chernobyl,Other,11,30,"0 .. 20,000",0,0,0,0,199,199,0,1
20619,Anime Otaku Girl 二次元宅女,Other,1,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20620,Synthesis Universe -Episode 00-,Other,25,4,"0 .. 20,000",0,0,0,0,999,999,0,1
20621,Shiki,Other,9,1,"0 .. 20,000",0,0,0,0,0,0,0,1
20622,VERSUS: The Elite Trials,Choice of Games,25,3,"0 .. 20,000",589,0,589,0,399,399,0,116
20623,Ghost Dimension,Other,22,0,"0 .. 20,000",0,0,0,0,199,199,0,1
20624,Drone Striker,Other,0,1,"0 .. 20,000",0,0,0,0,999,999,0,1
20625,KAJA：追光者与秘境制造,Other,2,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20626,Sky Conqueror,Other,5,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20627,Moonbase Down,Other,4,0,"0 .. 20,000",0,0,0,0,299,299,0,3
20628,Solitaire - Cat Pirate Portrait,Other,16,9,"0 .. 20,000",0,0,0,0,199,199,0,19
20629,Gettysburg: The Tide Turns,Slitherine Ltd.,36,18,"0 .. 20,000",0,0,0,0,999,999,0,85
20630,Life's Playground,Other,0,6,"0 .. 20,000",0,0,0,0,199,199,0,12
20631,ReFrame,Other,2,0,"0 .. 20,000",0,0,0,0,799,799,0,1
20632,Soul Axiom Rebooted,Other,10,3,"0 .. 20,000",0,0,0,0,1199,1199,0,14
20633,ATROFIL: THE KEY,Other,1,4,"0 .. 20,000",0,0,0,0,399,399,0,1
20634,Destinata: Red Edition,Other,6,2,"0 .. 20,000",0,0,0,0,0,0,0,1
20635,EnchantedGirl - 纯情房东俏房客,Other,7,16,"0 .. 20,000",0,0,0,0,1599,1599,0,1
20636,Captain The Runner,Anamik Majumdar,3,6,"0 .. 20,000",0,0,0,0,99,99,0,24
20637,Long loot the King,Other,4,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20638,HOT PINK,Other,20,1,"0 .. 20,000",0,0,0,0,999,999,0,2
20639,Common Hanzi Quiz - Simplified Chinese,Other,2,0,"0 .. 20,000",0,0,0,0,299,299,0,8
20640,Crashbots,Other,8,12,"0 .. 20,000",0,0,0,0,999,999,0,1
20641,Kitsune Kitchen,Other,33,7,"0 .. 20,000",0,0,0,0,99,99,0,3
20642,FLAGFIGHTS,Other,2,0,"0 .. 20,000",0,0,0,0,599,599,0,2
20643,Cabins: Jigsaw Puzzles,Other,4,1,"0 .. 20,000",0,0,0,0,199,199,0,19
20644,Heart. Papers. Border.,Other,7,2,"0 .. 20,000",0,0,0,0,799,799,0,1
20645,Offroad Mania,Other,139,8,"0 .. 20,000",0,0,0,0,499,499,0,1
20646,L'Cestrue Seyuntres,Other,1,0,"0 .. 20,000",0,0,0,0,499,499,0,10
20647,Hooplord,Other,18,3,"0 .. 20,000",0,0,0,0,699,699,0,1
20648,Devil fight,Other,0,2,"0 .. 20,000",0,0,0,0,99,99,0,1
20649,Holodance,Other,176,25,"0 .. 20,000",0,0,0,0,1999,1999,0,1
20650,CubeBall VR,Other,1,0,"0 .. 20,000",0,0,0,0,299,299,0,2
20651,Vigil of Glory - Part I,Other,0,1,"0 .. 20,000",0,0,0,0,299,299,0,2
20652,Patched world,Other,2,1,"0 .. 20,000",0,0,0,0,499,499,0,2
20653,Computer Physics Simulator 2020,Other,0,8,"0 .. 20,000",0,0,0,0,199,199,0,2
20654,Everything Will Flow 万物皆逝,Other,7,7,"0 .. 20,000",0,0,0,0,99,99,0,3
20655,PICO PARK,Other,21,2,"0 .. 20,000",0,0,0,0,499,499,0,1
20656,Storm Area 51: September 20th 2019,Other,24,36,"0 .. 20,000",0,0,0,0,1499,1499,0,4
20657,The Hilltop Mansion,Other,5,1,"0 .. 20,000",0,0,0,0,999,999,0,1
