,name,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,publisher_counts
15392,Life Tastes Like Cardboard,Other,101,6,"0 .. 20,000",0,0,0,0,0,0,0,1
15393,Cublast HD,Other,43,1,"0 .. 20,000",0,0,0,0,999,999,0,1
15394,Counter Terrorist Agency,Other,140,98,"0 .. 20,000",0,0,0,0,1999,1999,0,4
15395,Fetch It Again,Other,2,2,"0 .. 20,000",0,0,0,0,699,699,0,1
15396,神仙名单,Other,3,6,"0 .. 20,000",0,0,0,0,0,0,0,1
15397,Choose Wisely,Other,34,7,"0 .. 20,000",0,0,0,0,79,399,80,1
15398,Colour Bind,Other,23,10,"0 .. 20,000",0,0,0,0,999,999,0,1
15399,Pub Encounter,Other,144,20,"0 .. 20,000",0,0,0,0,1799,1799,0,18
15400,Alone in the Dark 1,THQ Nordic,79,6,"0 .. 20,000",0,0,0,0,374,1499,75,109
15401,Great Utopia,Other,8,11,"0 .. 20,000",0,0,0,0,0,0,0,1
15402,Rival Megagun,Degica,46,5,"0 .. 20,000",0,0,0,0,1499,1499,0,97
15403,B. Braun Aesculap Spine VR,Other,8,2,"0 .. 20,000",0,0,0,0,0,0,0,3
15404,Karmaflow: The Rock Opera Videogame - Act I & Act II,Other,132,52,"0 .. 20,000",209,0,209,0,499,499,0,1
15405,Abstract Arena,Other,19,11,"0 .. 20,000",0,0,0,0,499,499,0,1
15406,rOt 2,Other,18,17,"0 .. 20,000",0,0,0,0,0,0,0,3
15407,Hyperspace Pinball,Other,29,17,"0 .. 20,000",0,0,0,0,299,299,0,1
15408,Palais de Reine,Degica,28,2,"0 .. 20,000",0,0,0,0,2999,2999,0,97
15409,Endless Universe 2 PC Live Wallpaper,Other,26,11,"0 .. 20,000",0,0,0,0,209,299,30,7
15410,"Turn the mirror, please.",Other,2,4,"0 .. 20,000",0,0,0,0,99,99,0,4
15411,The 111th Soul,Other,84,37,"0 .. 20,000",0,0,0,0,0,0,0,2
15412,Woodcutter Simulator 2011,Other,1,2,"0 .. 20,000",0,0,0,0,599,599,0,5
15413,YoloMouse,Other,44,9,"0 .. 20,000",0,0,0,0,399,399,0,2
15414,WARPZONE DRIFTER,Other,57,12,"0 .. 20,000",0,0,0,0,49,99,51,14
15415,Pantsu Hunter: Back to the 90s,Other,76,16,"0 .. 20,000",0,0,0,0,899,899,0,1
15416,Mists of Noyah,Other,195,56,"0 .. 20,000",0,0,0,0,1999,1999,0,1
15417,Summer Fling,Dharker Studios Ltd,62,34,"0 .. 20,000",0,0,0,0,1299,1299,0,21
15418,Ray Gigant,Other,53,40,"0 .. 20,000",0,0,0,0,1499,1499,0,2
15419,Total Extreme Wrestling 2013,Viva Media,51,7,"0 .. 20,000",0,0,0,0,1999,1999,0,32
15420,Wars of Napoleon,Slitherine Ltd.,46,38,"0 .. 20,000",0,0,0,0,3999,3999,0,87
15421,SWORDY,Other,65,33,"0 .. 20,000",0,0,0,0,1499,1499,0,1
15422,Recycler's Terminal,Other,1,1,"0 .. 20,000",0,0,0,0,99,99,0,1
15423,Embark,Other,208,88,"0 .. 20,000",514,0,514,0,2499,2499,0,1
15424,Ballex,Other,182,12,"0 .. 20,000",0,0,0,0,399,399,0,1
15425,Anime girl Or Bottle?,Ghost_RUS Games,64,16,"0 .. 20,000",0,0,0,0,49,99,51,50
15426,Vernon's Legacy,Other,66,43,"0 .. 20,000",0,0,0,0,1199,1199,0,1
15427,Spaceland,Other,196,58,"0 .. 20,000",0,0,0,0,1499,1499,0,5
15428,Star-Pit Starship,Other,2,0,"0 .. 20,000",0,0,0,0,99,99,0,2
15429,Flux,Other,4,0,"0 .. 20,000",0,0,0,0,699,699,0,1
15430,Taboos: Flower,Other,2,0,"0 .. 20,000",0,0,0,0,99,99,0,1
15431,Vertigo Void,Other,33,7,"0 .. 20,000",201,0,201,0,499,499,0,13
15432,Genius Calculator,Other,13,17,"0 .. 20,000",0,0,0,0,99,99,0,6
15433,Once10,Other,44,10,"0 .. 20,000",0,0,0,0,0,0,0,3
15434,Mission Control: NanoMech,Other,3,6,"0 .. 20,000",0,0,0,0,899,899,0,1
15435,Mervin and the Wicked Station,Other,0,1,"0 .. 20,000",0,0,0,0,399,399,0,13
15436,Z Dawn,Other,122,30,"0 .. 20,000",0,0,0,0,999,999,0,3
15437,JET HERO,Other,38,20,"0 .. 20,000",0,0,0,0,399,399,0,7
15438,Asimov Laws,Other,4,1,"0 .. 20,000",0,0,0,0,999,999,0,1
15439,Climbtime,Other,22,16,"0 .. 20,000",0,0,0,0,0,0,0,1
15440,Eternal Fantasy,SakuraGame,22,7,"0 .. 20,000",0,0,0,0,999,999,0,34
15441,Total Extreme Wrestling 2010,Viva Media,88,28,"0 .. 20,000",0,0,0,0,1499,1499,0,32
15442,Elven Legend,Other,21,7,"0 .. 20,000",0,0,0,0,199,199,0,2
15443,Angry Bunny,Tero Lunkka,23,13,"0 .. 20,000",0,0,0,0,49,199,75,53
15444,Shot the Body,Other,0,2,"0 .. 20,000",0,0,0,0,199,199,0,2
15445,Miss Popularity,Cosmi Valusoft,3,1,"0 .. 20,000",0,0,0,0,699,699,0,24
15446,nStations,Other,4,4,"0 .. 20,000",0,0,0,0,1499,1499,0,1
15447,GTGD S2: Just One Dev,Other,21,5,"0 .. 20,000",4,0,4,0,499,499,0,5
15448,Cube Racer,Other,18,4,"0 .. 20,000",0,0,0,0,0,0,0,1
15449,Classic Card Game Poker Pack,Other,1,0,"0 .. 20,000",0,0,0,0,199,199,0,5
15450,Mysteries & Nightmares: Morgiana,Other,5,0,"0 .. 20,000",0,0,0,0,799,799,0,1
15451,BoxTheTop,Other,1,0,"0 .. 20,000",0,0,0,0,99,99,0,1
15452,Flood of Light,Other,190,11,"0 .. 20,000",0,0,0,0,399,399,0,1
15453,Frosty Nights,Other,64,17,"0 .. 20,000",272,0,272,0,499,499,0,5
15454,Prehistorik 2,Interplay Entertainment Corp.,24,4,"0 .. 20,000",0,0,0,0,999,999,0,20
15455,Underlight,Other,53,25,"0 .. 20,000",0,0,0,0,0,0,0,1
15456,Aim FTW,Other,27,17,"0 .. 20,000",0,0,0,0,0,0,0,1
15457,FullBlast,Other,47,19,"0 .. 20,000",0,0,0,0,599,599,0,1
15458,EXIST,Other,41,19,"0 .. 20,000",0,0,0,0,99,99,0,2
15459,Hidden Object - 12 in 1 bundle,Other,39,46,"0 .. 20,000",0,0,0,0,599,599,0,2
15460,The Breeding: The Fog,Other,5,23,"0 .. 20,000",0,0,0,0,499,499,0,5
15461,Truth: Disorder II,Other,2,11,"0 .. 20,000",0,0,0,0,99,199,50,8
15462,Shadows of Kurgansk,Other,130,76,"0 .. 20,000",61,0,61,0,599,599,0,1
15463,One Day in London,Other,72,6,"0 .. 20,000",390,0,390,0,999,999,0,1
15464,Magic Siege - Defender,Other,52,36,"0 .. 20,000",0,0,0,0,49,499,90,1
15465,Adagio,Other,4,3,"0 .. 20,000",0,0,0,0,0,0,0,1
15466,The Architect,Other,21,12,"0 .. 20,000",0,0,0,0,0,0,0,1
15467,An Adventurer's Tale,Other,14,13,"0 .. 20,000",0,0,0,0,1199,1199,0,12
15468,绝望游戏 / Desperate game,Other,18,12,"0 .. 20,000",0,0,0,0,399,399,0,16
15469,Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist,Other,35,11,"0 .. 20,000",0,0,0,0,999,999,0,1
15470,3D Hardcore Cube,Laush Studio,56,38,"0 .. 20,000",0,0,0,0,299,299,0,76
15471,Boiling Bolt,Dear Villagers,14,7,"0 .. 20,000",125,0,125,0,1199,1199,0,20
15472,Halloween Forever,Other,128,10,"0 .. 20,000",0,0,0,0,499,499,0,3
15473,Space Pilgrim Academy: Reunion,GrabTheGames,37,0,"0 .. 20,000",0,0,0,0,199,199,0,42
15474,My Pet Hotel 2,familyplay,9,7,"0 .. 20,000",0,0,0,0,1499,1499,0,44
15475,2DGameManias Taken,Other,4,8,"0 .. 20,000",0,0,0,0,0,0,0,1
15476,One Man Is Not No Man,Other,44,7,"0 .. 20,000",0,0,0,0,0,0,0,1
15477,Draw The Way,Other,15,0,"0 .. 20,000",0,0,0,0,599,599,0,1
15478,DatavizVR Demo,Other,10,1,"0 .. 20,000",0,0,0,0,0,0,0,1
15479,Dark Throne,Back To Basics Gaming,16,16,"0 .. 20,000",0,0,0,0,99,99,0,56
15480,Indian Legends Solitaire,Other,15,8,"0 .. 20,000",0,0,0,0,0,0,0,3
15481,Tomato Jones 2,Other,32,9,"0 .. 20,000",0,0,0,0,199,199,0,7
15482,Bomb Riders,Other,4,1,"0 .. 20,000",0,0,0,0,199,199,0,4
15483,Umineko: Golden Fantasia,MangaGamer,160,22,"0 .. 20,000",0,0,0,0,2499,2499,0,51
15484,Zen Chess: Mate in One,Minimol Games,79,16,"0 .. 20,000",49,0,49,0,59,99,40,21
15485,Six-ear Macaque,Other,7,5,"0 .. 20,000",0,0,0,0,99,99,0,1
15486,Shopping Tycoon,Other,24,23,"0 .. 20,000",40,0,40,0,999,999,0,7
15487,Bit Odyssey,Other,19,20,"0 .. 20,000",0,0,0,0,499,499,0,11
15488,Zip! Speedster of Valiant City,Choice of Games,3,3,"0 .. 20,000",0,0,0,0,499,499,0,117
15489,Galactic Crew,Other,79,61,"0 .. 20,000",0,0,0,0,1999,1999,0,2
15490,Lost in a Forest,Other,46,44,"0 .. 20,000",0,0,0,0,199,199,0,4
15491,Roundguard,Other,134,19,"0 .. 20,000",0,0,0,0,1999,1999,0,1
15492,18 Wheels of Steel: Across America,Cosmi Valusoft,78,11,"0 .. 20,000",0,0,0,0,999,999,0,24
15493,Turn on the light,Other,3,0,"0 .. 20,000",0,0,0,0,99,99,0,1
15494,Catzilla 4K - Advanced,Other,52,88,"0 .. 20,000",0,0,0,0,749,1499,50,1
15495,Sorcery Saga: Curse of the Great Curry God,Other,66,16,"0 .. 20,000",300,300,300,300,1999,1999,0,15
15496,YumeCore,Other,113,5,"0 .. 20,000",0,0,0,0,499,499,0,1
15497,Knights And Bikes,Other,213,11,"0 .. 20,000",0,0,0,0,1999,1999,0,6
15498,LUMINES REMASTERED,Other,212,12,"0 .. 20,000",0,0,0,0,1499,1499,0,2
15499,Silenced: The House,Other,55,20,"0 .. 20,000",0,0,0,0,199,199,0,1
15500,Rogue System,Other,158,48,"0 .. 20,000",97,0,97,0,1699,1699,0,3
15501,Ground Runner: Trials,Other,19,9,"0 .. 20,000",0,0,0,0,1999,1999,0,1
15502,Evolution Board Game,Other,184,39,"0 .. 20,000",498,0,498,0,1499,1499,0,1
15503,The Works of Mercy,Ultimate Games S.A.,65,109,"0 .. 20,000",111,0,111,0,149,1499,90,30
15504,Silicon Zeroes,Other,179,13,"0 .. 20,000",0,0,0,0,1499,1499,0,1
15505,Another Star,Other,34,2,"0 .. 20,000",0,0,0,0,299,299,0,1
15506,Echoes of the Fey: The Fox's Trail,Other,16,2,"0 .. 20,000",305,0,305,0,799,799,0,5
15507,One Piece: Unlimited World Red - Deluxe Edition,BANDAI NAMCO Entertainment,105,45,"0 .. 20,000",0,0,0,0,3999,3999,0,72
15508,Tomorrow,Other,17,11,"0 .. 20,000",0,0,0,0,0,0,0,4
15509,Gangsta Underground : The Poker,Other,20,4,"0 .. 20,000",0,0,0,0,0,0,0,1
15510,ModLab,Other,32,1,"0 .. 20,000",0,0,0,0,0,0,0,2
15511,Paw Patrol: On A Roll!,Other,119,22,"0 .. 20,000",0,0,0,0,2999,2999,0,11
15512,Bing Bong XL,Other,129,13,"0 .. 20,000",0,0,0,0,99,99,0,9
15513,The Far Rings: A Space Opera Visual Novella,Other,37,8,"0 .. 20,000",0,0,0,0,0,0,0,1
15514,Fabric,Other,108,15,"0 .. 20,000",104,0,104,0,999,999,0,1
15515,KOBOLD: Chapter I,Other,151,31,"0 .. 20,000",0,0,0,0,799,799,0,2
15516,东方驾考模拟器|Chinese Driving License Test,Other,37,18,"0 .. 20,000",0,0,0,0,99,99,0,1
15517,Quick Draw,Other,23,14,"0 .. 20,000",0,0,0,0,99,99,0,1
15518,Survival Camp,Other,108,58,"0 .. 20,000",0,0,0,0,1099,1099,0,1
15519,Crewsaders,Plug In Digital,25,8,"0 .. 20,000",0,0,0,0,299,299,0,87
15520,Munch VR,Other,27,10,"0 .. 20,000",0,0,0,0,999,999,0,2
15521,ROAD HOMEWARD,Other,11,8,"0 .. 20,000",0,0,0,0,399,399,0,5
15522,Chess Multiple Boards,Other,1,1,"0 .. 20,000",0,0,0,0,499,499,0,1
15523,Welcome to Hanwell,Other,116,99,"0 .. 20,000",0,0,0,0,1499,1499,0,2
15524,Super Street: The Game,Other,88,99,"0 .. 20,000",0,0,0,0,999,2499,60,1
15525,Amazing Thailand VR Experience,Other,4,4,"0 .. 20,000",0,0,0,0,0,0,0,1
15526,Tower of God,Other,3,2,"0 .. 20,000",0,0,0,0,499,499,0,5
15527,Cast VR,Other,3,2,"0 .. 20,000",0,0,0,0,799,799,0,1
15528,Wise Escape From Prison (현명한 감옥 탈출기),Other,9,1,"0 .. 20,000",0,0,0,0,0,0,0,1
15529,Rhythm World - Master Project,Other,58,18,"0 .. 20,000",0,0,0,0,499,499,0,1
15530,Narcos: Rise of the Cartels,Curve Digital,128,107,"0 .. 20,000",0,0,0,0,1199,2999,60,28
15531,Box Out!,Other,12,1,"0 .. 20,000",0,0,0,0,699,699,0,1
15532,Astron Jump Baby,Other,15,2,"0 .. 20,000",0,0,0,0,99,99,0,1
15533,The Adventures of Eggbert,Other,4,0,"0 .. 20,000",0,0,0,0,0,0,0,8
15534,BattleQuiz,Other,8,19,"0 .. 20,000",0,0,0,0,299,299,0,3
15535,Time Of Special Team(T.O.S.T),Other,1,1,"0 .. 20,000",0,0,0,0,99,99,0,1
15536,Withstand: Survival,Other,193,58,"0 .. 20,000",0,0,0,0,1099,1099,0,1
15537,Cyborg Invasion Shooter,Tero Lunkka,20,19,"0 .. 20,000",0,0,0,0,49,199,75,53
15538,Trivia Vault Football Trivia,Ripknot Systems,24,18,"0 .. 20,000",0,0,0,0,999,999,0,63
15539,孤岛(Isolated Island),Other,23,1,"0 .. 20,000",0,0,0,0,299,299,0,1
15540,Red Rope: Don't Fall Behind,Other,76,12,"0 .. 20,000",0,0,0,0,799,799,0,9
15541,Settled,Other,101,14,"0 .. 20,000",32,0,32,0,99,99,0,1
15542,Metal Quest,Other,7,0,"0 .. 20,000",0,0,0,0,99,99,0,1
15543,Initia: Elemental Arena,Other,31,59,"0 .. 20,000",0,0,0,0,1199,1199,0,1
15544,Yet Another Survival Game,RewindApp,7,8,"0 .. 20,000",0,0,0,0,49,99,51,64
15545,Just a Cleric,Other,28,7,"0 .. 20,000",0,0,0,0,499,499,0,6
15546,Inca Marbles,Other,20,21,"0 .. 20,000",0,0,0,0,199,199,0,18
15547,Dungeons & Darkness,PLAYISM,51,26,"0 .. 20,000",0,0,0,0,999,999,0,76
15548,Cricket Captain 2016,KISS ltd,37,19,"0 .. 20,000",0,0,0,0,999,999,0,45
15549,Homeworld Defense,Other,4,5,"0 .. 20,000",0,0,0,0,399,399,0,2
15550,Black Home,Aldorlea Games,26,12,"0 .. 20,000",115,0,115,0,999,999,0,39
15551,Toasterball,Other,43,1,"0 .. 20,000",0,0,0,0,599,599,0,1
15552,Praetorians - HD Remaster,Other,311,27,"0 .. 20,000",0,0,0,0,1999,1999,0,7
15553,Teleporter,Other,8,4,"0 .. 20,000",0,0,0,0,0,0,0,1
15554,Mayhem Triple,Other,32,3,"0 .. 20,000",0,0,0,0,499,499,0,2
15555,East 73: Magenta Fairytale,Other,70,8,"0 .. 20,000",0,0,0,0,99,99,0,3
15556,Archery Blast,RewindApp,27,21,"0 .. 20,000",0,0,0,0,49,99,51,64
15557,Escape Game,RewindApp,90,13,"0 .. 20,000",0,0,0,0,49,99,51,64
15558,Junglex,RewindApp,22,12,"0 .. 20,000",0,0,0,0,49,99,51,64
15559,Draw With Unknown,RewindApp,74,35,"0 .. 20,000",0,0,0,0,49,99,51,64
15560,Tactical Three Kingdoms (3 Kingdoms) - Strategy & War,Other,38,16,"0 .. 20,000",0,0,0,0,0,0,0,3
15561,Violet rE:-The Final reExistence-,Other,102,16,"0 .. 20,000",0,0,0,0,399,399,0,3
15562,Aftermoor,DigiPen Institute of Technology,5,0,"0 .. 20,000",0,0,0,0,0,0,0,29
15563,Blood Ties,Warfare Studios,25,20,"0 .. 20,000",210,0,210,0,399,399,0,22
15564,Art of Guile,Other,31,10,"0 .. 20,000",0,0,0,0,499,499,0,3
15565,Thanks For Listening,Other,1,0,"0 .. 20,000",0,0,0,0,99,99,0,1
15566,B. Braun Future Operating Room,Other,12,4,"0 .. 20,000",0,0,0,0,0,0,0,3
15567,Fear the Dead,Other,2,2,"0 .. 20,000",0,0,0,0,199,199,0,1
15568,Broken Blue,Other,27,12,"0 .. 20,000",0,0,0,0,0,0,0,1
15569,Club Manager 2017,Other,26,21,"0 .. 20,000",0,0,0,0,2999,2999,0,9
15570,Snooker 19,Other,194,91,"0 .. 20,000",5678,1758,5678,1758,3499,3499,0,13
15571,Leviathan,Other,2,5,"0 .. 20,000",0,0,0,0,99,99,0,1
15572,Easter Clicker: Idle Manager,Other,11,7,"0 .. 20,000",0,0,0,0,0,0,0,4
15573,Farm Frenzy: Heave Ho,Buka Entertainment,57,6,"0 .. 20,000",0,0,0,0,499,499,0,67
15574,Corridor Z,Other,34,4,"0 .. 20,000",0,0,0,0,799,799,0,2
15575,Secondhand Lands,Other,48,23,"0 .. 20,000",8,0,8,0,0,0,0,1
15576,Highrise Heroes: Word Challenge,Other,81,6,"0 .. 20,000",10,0,10,0,499,499,0,3
15577,Geared,Other,4,6,"0 .. 20,000",0,0,0,0,299,299,0,1
15578,Containment Corps,Other,23,11,"0 .. 20,000",33,0,33,0,0,0,0,1
15579,FPS - Fun Puzzle Shooter,Other,18,28,"0 .. 20,000",81997,0,163994,0,99,99,0,4
15580,Undead Run,Other,1,4,"0 .. 20,000",0,0,0,0,0,0,0,1
15581,Chronicles of Lurra,Other,6,4,"0 .. 20,000",0,0,0,0,0,0,0,1
15582,PEG,Other,111,7,"0 .. 20,000",0,0,0,0,99,99,0,2
15583,Fluffy Friends,For Kids,40,10,"0 .. 20,000",0,0,0,0,199,199,0,35
15584,McDROID,Other,112,34,"0 .. 20,000",303,0,562,0,1899,1899,0,1
15585,Flying Bacon:Ukrainian Air Force,W.T.B.,16,13,"0 .. 20,000",0,0,0,0,99,99,0,26
15586,Zero Gravity,Other,7,2,"0 .. 20,000",0,0,0,0,0,0,0,1
15587,Archibald,Other,42,57,"0 .. 20,000",1,0,1,0,99,99,0,17
15588,The Emerald Tablet,Sekai Project,9,2,"0 .. 20,000",0,0,0,0,1999,1999,0,112
15589,Poor Stickman,RewindApp,32,7,"0 .. 20,000",0,0,0,0,49,99,51,64
15590,Legions of Steel,Slitherine Ltd.,22,19,"0 .. 20,000",0,0,0,0,1999,1999,0,87
15591,Disc Golf VR,Other,5,5,"0 .. 20,000",0,0,0,0,0,0,0,1
15592,Disney•Pixar Cars Toon: Mater's Tall Tales,Disney,12,14,"0 .. 20,000",0,0,0,0,1999,1999,0,40
15593,ROS,AFBIK Studio,23,21,"0 .. 20,000",8,0,8,0,99,99,0,21
15594,Amelon,Other,27,9,"0 .. 20,000",0,0,0,0,199,199,0,2
15595,Cricket Captain 2017,KISS ltd,20,12,"0 .. 20,000",0,0,0,0,999,999,0,45
15596,An Assassin in Orlandes,Other,62,12,"0 .. 20,000",133,0,133,0,499,499,0,13
15597,Plant Fire Department - The Simulation,United Independent Entertainment GmbH,10,17,"0 .. 20,000",0,0,0,0,1499,1499,0,55
15598,PUGNite,Other,81,64,"0 .. 20,000",0,0,0,0,99,99,0,5
15599,ALILIA 亚利利亚的精灵们,Other,125,5,"0 .. 20,000",0,0,0,0,99,99,0,7
15600,Sandbox Anything,Other,9,0,"0 .. 20,000",0,0,0,0,599,599,0,1
15601,A Girls Fabric Face,Other,90,15,"0 .. 20,000",0,0,0,0,299,299,0,3
15602,Inca Blocks,Other,13,10,"0 .. 20,000",0,0,0,0,199,199,0,18
15603,STONEBOND: The Gargoyle's Domain,Other,7,3,"0 .. 20,000",0,0,0,0,0,0,0,1
15604,KUUKIYOMI: Consider It,Other,135,42,"0 .. 20,000",0,0,0,0,499,499,0,1
15605,Tyler,Other,14,11,"0 .. 20,000",217,0,217,0,299,299,0,9
15606,Hidden Object Adventure: Around the World in 80 Days,Other,99,44,"0 .. 20,000",37,0,37,0,299,299,0,12
15607,Paladin Duty - Knights and Blades,Other,8,28,"0 .. 20,000",3,0,3,0,99,999,90,13
15608,Niara: Rebellion Of the King Visual Novel RPG,Other,2,2,"0 .. 20,000",0,0,0,0,499,499,0,1
15609,Tick's Tales,Other,51,6,"0 .. 20,000",244,0,244,0,799,799,0,15
15610,Mahjong Solitaire,Other,27,11,"0 .. 20,000",0,0,0,0,199,199,0,3
15611,The Chronicles of Quiver Dick,Other,172,10,"0 .. 20,000",0,0,0,0,299,299,0,5
15612,Card of spirits(卡灵),Other,66,19,"0 .. 20,000",210,0,254,0,99,99,0,2
15613,NotCoD,Other,64,8,"0 .. 20,000",256,0,256,0,499,499,0,2
15614,Carrie's Order Up!,Other,101,3,"0 .. 20,000",0,0,0,0,299,299,0,1
15615,World left Behind,Other,4,0,"0 .. 20,000",0,0,0,0,0,0,0,2
15616,Kyle Simulator,Other,84,12,"0 .. 20,000",0,0,0,0,99,99,0,3
15617,Hoverloop,Other,20,8,"0 .. 20,000",0,0,0,0,0,0,0,2
15618,In Vitra - JRPG Adventure,Other,29,18,"0 .. 20,000",0,0,0,0,499,499,0,10
15619,Adventures of Mike,Other,4,6,"0 .. 20,000",0,0,0,0,99,99,0,2
15620,Peace Restored,Other,54,19,"0 .. 20,000",0,0,0,0,0,0,0,1
15621,Mouse Cursor,Other,69,16,"0 .. 20,000",0,0,0,0,199,199,0,7
15622,Paradox Soul,GrabTheGames,33,23,"0 .. 20,000",0,0,0,0,499,499,0,42
15623,Crazy Veggies,Forever Entertainment S. A.,12,24,"0 .. 20,000",0,0,0,0,199,199,0,54
15624,Skyhook,Other,84,16,"0 .. 20,000",0,0,0,0,49,499,90,2
15625,Aloe and Cal,Other,1,2,"0 .. 20,000",0,0,0,0,1999,1999,0,1
15626,Layers of Fear VR,Other,71,31,"0 .. 20,000",0,0,0,0,1999,1999,0,4
15627,Friend Sighting,Other,9,3,"0 .. 20,000",0,0,0,0,0,0,0,1
15628,Alien street battle,Other,1,2,"0 .. 20,000",0,0,0,0,499,499,0,1
15629,"Ah, Love!",Other,6,1,"0 .. 20,000",0,0,0,0,0,0,0,14
15630,"Sam & Max 103: The Mole, the Mob and the Meatball",Other,65,11,"0 .. 20,000",102,0,102,0,0,0,0,15
15631,Orangeblood,PLAYISM,164,60,"0 .. 20,000",0,0,0,0,1999,1999,0,76
15632,Hard Place,Other,21,15,"0 .. 20,000",0,0,0,0,199,199,0,19
15633,DX-Ball 2: 20th Anniversary Edition,Other,234,5,"0 .. 20,000",0,0,0,0,699,699,0,5
15634,Easter Pairs,Other,5,1,"0 .. 20,000",0,0,0,0,199,199,0,11
15635,Lost Region,Other,57,158,"0 .. 20,000",0,0,0,0,1999,1999,0,1
15636,Name The Song Quiz,Other,15,16,"0 .. 20,000",1,0,1,0,0,0,0,4
15637,Neversong,Other,405,32,"0 .. 20,000",0,0,0,0,1499,1499,0,7
15638,Flashpoint Campaigns: Red Storm Player's Edition,Slitherine Ltd.,144,14,"0 .. 20,000",0,0,0,0,4999,4999,0,87
15639,Straima,Other,49,5,"0 .. 20,000",0,0,0,0,499,499,0,6
15640,Trace Vector,Other,41,8,"0 .. 20,000",0,0,0,0,699,699,0,1
15641,Puppet Kings,Plug In Digital,16,6,"0 .. 20,000",0,0,0,0,999,999,0,87
15642,Gunmetal Arcadia,Other,33,8,"0 .. 20,000",0,0,0,0,999,999,0,8
15643,弹炸人2222,Other,9,3,"0 .. 20,000",0,0,0,0,99,99,0,1
15644,Dad Quest | Story Platformer Adventure,Other,106,11,"0 .. 20,000",35,0,35,0,1299,1299,0,12
15645,Lightform,Other,7,12,"0 .. 20,000",0,0,0,0,399,399,0,3
15646,Virgo Versus The Zodiac,Degica,326,16,"0 .. 20,000",0,0,0,0,1999,1999,0,97
15647,VSXu Player,Other,58,7,"0 .. 20,000",0,0,0,0,0,0,0,2
15648,Adventure Game,Other,1,1,"0 .. 20,000",0,0,0,0,1499,1499,0,1
15649,Space Robinson: Hardcore Roguelike Action,Other,111,40,"0 .. 20,000",0,0,0,0,999,999,0,7
15650,Goto Family's- ''The Island Murder Case'',Other,6,3,"0 .. 20,000",0,0,0,0,99,199,50,1
15651,LEGIE,Other,24,3,"0 .. 20,000",0,0,0,0,199,199,0,2
15652,Chroma Shift,Other,12,6,"0 .. 20,000",0,0,0,0,1199,1199,0,1
15653,Crimson Light,Other,9,4,"0 .. 20,000",0,0,0,0,0,0,0,2
15654,Endurance,Other,4,2,"0 .. 20,000",257,0,257,0,99,99,0,4
15655,Nocturnal Hunt,Other,44,14,"0 .. 20,000",0,0,0,0,599,599,0,1
15656,Raindancer,Other,198,16,"0 .. 20,000",0,0,0,0,99,99,0,1
15657,Disco Time 80s VR,Other,34,24,"0 .. 20,000",0,0,0,0,999,999,0,6
15658,Wedding Dash 2: Rings Around the World,Other,16,4,"0 .. 20,000",0,0,0,0,999,999,0,18
15659,Burn It Down,Other,50,11,"0 .. 20,000",0,0,0,0,99,99,0,8
15660,HANZ!,Other,20,11,"0 .. 20,000",0,0,0,0,499,499,0,5
15661,Uurnog Uurnlimited,Other,49,15,"0 .. 20,000",0,0,0,0,999,999,0,14
15662,VOXEL HORIZON,Other,2,1,"0 .. 20,000",0,0,0,0,999,999,0,1
15663,Pig Eat Ball,Other,66,0,"0 .. 20,000",0,0,0,0,1499,1499,0,5
15664,7 Mages,Other,66,40,"0 .. 20,000",0,0,0,0,1399,1399,0,1
15665,Pluck,Other,0,3,"0 .. 20,000",0,0,0,0,0,0,0,1
15666,Solmec: Among Stars,Other,0,1,"0 .. 20,000",0,0,0,0,99,99,0,3
15667,9-nine-:Episode 1,Sekai Project,367,16,"0 .. 20,000",0,0,0,0,1999,1999,0,112
15668,Sunrise 7,Other,3,0,"0 .. 20,000",0,0,0,0,499,499,0,1
15669,The Legendary Player - Make Your Reputation - OPEN BETA,Other,0,3,"0 .. 20,000",0,0,0,0,199,199,0,1
15670,The Last Day of Adolf,Other,0,2,"0 .. 20,000",0,0,0,0,199,199,0,1
15671,Daily OVR,Other,41,13,"0 .. 20,000",0,0,0,0,1199,1199,0,3
15672,RideOp - Thrill Ride Simulator,Other,41,34,"0 .. 20,000",0,0,0,0,1999,1999,0,9
15673,Infinity Trip,Other,6,10,"0 .. 20,000",0,0,0,0,99,99,0,2
15674,Mass Destruction,Other,6,4,"0 .. 20,000",0,0,0,0,499,499,0,11
15675,Aces of the Galaxy,Activision,15,18,"0 .. 20,000",0,0,0,0,999,999,0,52
15676,The Devil's Calculator,Other,47,2,"0 .. 20,000",0,0,0,0,299,299,0,2
15677,Hexa Turn,Other,67,7,"0 .. 20,000",0,0,0,0,299,299,0,2
15678,Punishment Darkness Online,Other,5,1,"0 .. 20,000",0,0,0,0,699,699,0,1
15679,Alice's Mom's Rescue,Other,27,11,"0 .. 20,000",0,0,0,0,499,499,0,5
15680,Nelke & the Legendary Alchemists ~Ateliers of the New World~ / ネルケと伝説の錬金術士たち ～新たな大地のアトリエ～,"KOEI TECMO GAMES CO., LTD.",129,35,"0 .. 20,000",0,0,0,0,5999,5999,0,79
15681,Star Explorers,Other,43,13,"0 .. 20,000",0,0,0,0,499,499,0,4
