,name,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,publisher_counts
3912,Secrets of Rætikon,Other,276,167,"100,000 .. 200,000",5,0,8,0,999,999,0,4
3913,realMyst: Masterpiece Edition,Other,736,114,"100,000 .. 200,000",146,0,146,0,1799,1799,0,1
3914,The Walking Dead: Saints & Sinners,Other,2794,346,"100,000 .. 200,000",1290,338,1853,338,3999,3999,0,4
3915,Eternal Hour: Golden Hour,Sekai Project,666,65,"100,000 .. 200,000",34,0,65,0,0,0,0,112
3916,Grim Legends: The Forsaken Bride,Artifex Mundi,1022,41,"100,000 .. 200,000",577,77,715,77,999,999,0,79
3917,Retrowave,RewindApp,1788,85,"100,000 .. 200,000",10,0,10,0,199,199,0,64
3918,Autonauts,Curve Digital,2121,222,"100,000 .. 200,000",2033,130,3901,130,999,1999,50,27
3919,Existentia,NedoStudio,75,60,"100,000 .. 200,000",286,214,291,270,49,99,51,35
3920,Glittermitten Grove,"KOEI TECMO GAMES CO., LTD.",322,65,"100,000 .. 200,000",77,0,150,0,1999,1999,0,79
3921,Ryzom,Other,230,122,"100,000 .. 200,000",0,0,0,0,0,0,0,2
3922,Randal's Monday,Daedalic Entertainment,763,246,"100,000 .. 200,000",34,0,34,0,1999,1999,0,58
3923,True or False,Other,918,439,"100,000 .. 200,000",49,0,44,0,0,0,0,8
3924,Men of War: Assault Squad 2 - Cold War,1C Entertainment,133,518,"100,000 .. 200,000",0,0,0,0,2499,2499,0,97
3925,Sherlock Holmes: The Awakened - Remastered Edition,Other,236,74,"100,000 .. 200,000",45,0,45,0,999,999,0,13
3926,Fruit Postal Service,Other,1159,388,"100,000 .. 200,000",0,0,0,0,0,0,0,1
3927,To The Capital,Other,43,23,"100,000 .. 200,000",254,0,259,0,199,199,0,2
3928,Sky Force Reloaded,Other,981,68,"100,000 .. 200,000",0,0,0,0,999,999,0,3
3929,Skyward Collapse,Other,133,167,"100,000 .. 200,000",119,0,145,0,499,499,0,11
3930,Deuterium Wars,Other,470,124,"100,000 .. 200,000",0,0,0,0,0,0,0,1
3931,Blocks by Google,Other,143,21,"100,000 .. 200,000",9,0,9,0,0,0,0,8
3932,Tom Clancy's EndWar,Ubisoft,373,117,"100,000 .. 200,000",32,0,32,0,999,999,0,123
3933,Spider-Man: Homecoming - Virtual Reality Experience,Other,213,161,"100,000 .. 200,000",5,0,7,0,0,0,0,6
3934,Euro Fishing,Other,994,591,"100,000 .. 200,000",84,0,84,0,1999,1999,0,2
3935,TrackMania² Valley,Ubisoft,346,93,"100,000 .. 200,000",322,0,449,0,1999,1999,0,123
3936,Batman: Arkham VR,Warner Bros. Interactive Entertainment,863,297,"100,000 .. 200,000",818,0,818,0,1999,1999,0,29
3937,Mini Guns - Omega Wars,Other,244,144,"100,000 .. 200,000",224,0,267,0,0,0,0,1
3938,Sansar,Other,235,220,"100,000 .. 200,000",0,0,0,0,0,0,0,1
3939,Gaokao.Love.100Days,Other,5212,262,"100,000 .. 200,000",637,0,756,0,999,999,0,9
3940,炎黄战纪之三国烽烟,Other,185,89,"100,000 .. 200,000",0,0,0,0,0,0,0,1
3941,Wild West Online,Other,280,673,"100,000 .. 200,000",27,0,27,0,0,0,0,1
3942,Monochroma,Other,489,166,"100,000 .. 200,000",132,0,132,0,1999,1999,0,1
3943,Real Boxing,Other,720,428,"100,000 .. 200,000",346,0,372,0,499,499,0,1
3944,Still Life 2,Microids,147,174,"100,000 .. 200,000",0,0,0,0,799,799,0,56
3945,Scanner Sombre,Other,1863,278,"100,000 .. 200,000",116,0,122,0,599,599,0,6
3946,Relaxation balls,Other,51,50,"100,000 .. 200,000",408,0,427,0,99,99,0,1
3947,Desktop Dungeons,Other,1143,115,"100,000 .. 200,000",131,0,126,0,1499,1499,0,3
3948,Strike Suit Infinity,Other,477,83,"100,000 .. 200,000",156,0,248,0,699,699,0,3
3949,Touhou Fantasia / 东方梦想曲,Other,947,40,"100,000 .. 200,000",0,0,0,0,0,0,0,3
3950,Bleed,Other,1680,122,"100,000 .. 200,000",429,0,424,0,499,499,0,2
3951,The Painscreek Killings,Other,1256,160,"100,000 .. 200,000",344,0,432,0,1999,1999,0,1
3952,Little Racers STREET,Other,792,169,"100,000 .. 200,000",321,0,444,0,599,599,0,6
3953,Kung Fury: Street Rage,Other,2054,224,"100,000 .. 200,000",29,0,40,0,0,0,0,3
3954,Miasmata,Other,798,244,"100,000 .. 200,000",190,0,190,0,1499,1499,0,1
3955,Just Survive Test Server,Other,224,113,"100,000 .. 200,000",149,0,27,0,0,0,0,1
3956,Silent Hunter: Wolves of the Pacific,Ubisoft,344,184,"100,000 .. 200,000",149,0,149,0,999,999,0,123
3957,Circle Empires,Iceberg Interactive,1871,251,"100,000 .. 200,000",1601,0,1668,0,799,799,0,40
3958,Escape,Other,168,114,"100,000 .. 200,000",2,0,2,0,0,0,0,1
3959,Legend of Dungeon: Masters,Other,118,81,"100,000 .. 200,000",40,0,40,0,0,0,0,2
3960,Everything,Other,2285,439,"100,000 .. 200,000",268,0,371,0,1499,1499,0,1
3961,Strange Brigade,Rebellion,2588,521,"100,000 .. 200,000",398,0,432,0,4999,4999,0,30
3962,Immortal Empire,Other,199,75,"100,000 .. 200,000",0,0,0,0,0,0,0,1
3963,Unfortunate Spacemen,Other,1089,230,"100,000 .. 200,000",259,165,268,202,0,0,0,5
3964,Driver Booster 4 for Steam,Other,588,186,"100,000 .. 200,000",313,0,522,0,0,0,0,4
3965,CAT Interstellar,Other,633,265,"100,000 .. 200,000",212,0,263,0,0,0,0,1
3966,Magic Box,Other,12,12,"100,000 .. 200,000",232,0,239,0,49,99,51,12
3967,Save Jesus,Other,1639,187,"100,000 .. 200,000",164,0,183,0,199,199,0,4
3968,UFO: Extraterrestrials Gold,Other,135,45,"100,000 .. 200,000",0,0,0,0,999,999,0,2
3969,Doorways: Old Prototype,Other,513,82,"100,000 .. 200,000",6,0,6,0,0,0,0,4
3970,"Runaway, A Road Adventure",Focus Home Interactive,299,104,"100,000 .. 200,000",632,0,757,0,999,999,0,54
3971,Color Syndrome,Other,64,42,"100,000 .. 200,000",303,0,329,0,99,99,0,2
3972,Gazing from beyond,SakuraGame,264,140,"100,000 .. 200,000",337,0,657,0,199,199,0,34
3973,Way of the Samurai 4,Other,1064,267,"100,000 .. 200,000",1011,0,1011,0,2499,2499,0,15
3974,INTERSHELTER,Other,729,362,"100,000 .. 200,000",238,0,254,0,0,0,0,5
3975,Gomo,Daedalic Entertainment,1043,339,"100,000 .. 200,000",124,0,139,0,499,499,0,58
3976,Trucks & Trailers,Other,261,129,"100,000 .. 200,000",52,0,59,0,499,499,0,6
3977,Grizzly Valley,Other,87,125,"100,000 .. 200,000",187,0,203,0,49,499,90,2
3978,Daylight,Other,777,765,"100,000 .. 200,000",487,0,487,0,499,499,0,1
3979,Satanist,NedoStudio,23,35,"100,000 .. 200,000",270,185,277,190,49,99,51,35
3980,pla_toon,Other,892,155,"100,000 .. 200,000",0,0,0,0,0,0,0,1
3981,Ring Runner: Flight of the Sages,Other,622,119,"100,000 .. 200,000",109,0,139,0,499,499,0,1
3982,Guacamelee! 2,Other,1516,133,"100,000 .. 200,000",721,0,954,0,1999,1999,0,4
3983,The Banner Saga 3,Other,1160,279,"100,000 .. 200,000",708,0,827,0,2499,2499,0,15
3984,KAMI,Other,1072,44,"100,000 .. 200,000",256,0,256,0,399,399,0,3
3985,Bet On Soldier,Microids,116,55,"100,000 .. 200,000",37,0,37,0,799,799,0,56
3986,Battlefield Hardline,Electronic Arts,240,171,"100,000 .. 200,000",0,0,0,0,3999,3999,0,63
3987,Liftoff: FPV Drone Racing,Other,2230,223,"100,000 .. 200,000",374,0,408,0,1999,1999,0,2
3988,Jack Lumber,Other,221,127,"100,000 .. 200,000",57,0,80,0,499,499,0,5
3989,Kraven Manor,Other,368,138,"100,000 .. 200,000",50,0,53,0,0,0,0,1
3990,Dofus,Other,376,138,"100,000 .. 200,000",1124,0,1171,0,0,0,0,6
3991,Mages of Mystralia,Other,822,114,"100,000 .. 200,000",187,0,214,0,1999,1999,0,1
3992,Visage,Other,2301,351,"100,000 .. 200,000",418,0,418,0,2499,2499,0,1
3993,Eleven: Table Tennis VR,Other,1465,85,"100,000 .. 200,000",429,0,822,0,1999,1999,0,1
3994,Laser League,505 Games,1184,238,"100,000 .. 200,000",29,0,29,0,1499,1499,0,32
3995,Serious Sam VR: The Last Hope,Other,972,170,"100,000 .. 200,000",0,0,0,0,3999,3999,0,5
3996,Teddy Floppy Ear - The Race,Forever Entertainment S. A.,689,208,"100,000 .. 200,000",294,0,348,0,499,499,0,54
3997,Grand Ages: Medieval,Kalypso Media Digital,803,967,"100,000 .. 200,000",243,0,243,0,1999,1999,0,44
3998,Shantae: Half-Genie Hero,Other,1943,192,"100,000 .. 200,000",486,0,570,0,1999,1999,0,10
3999,Zup! 5,Quiet River,1951,141,"100,000 .. 200,000",186,0,136,0,64,99,35,24
4000,GRANDIA II HD Remaster,Other,1336,162,"100,000 .. 200,000",15,0,15,0,1999,1999,0,3
4001,Contractors,Other,1034,234,"100,000 .. 200,000",24,0,24,0,1999,1999,0,1
4002,Last Days,Other,22,19,"100,000 .. 200,000",307,0,292,0,0,0,0,1
4003,Tank Universal,Other,234,188,"100,000 .. 200,000",40,0,59,0,499,499,0,18
4004,Ikaruga,Other,1582,82,"100,000 .. 200,000",327,267,400,267,999,999,0,1
4005,The Red Stare,Other,237,21,"100,000 .. 200,000",88839,18545,133238,18545,0,0,0,1
4006,Fun with Ragdolls: The Game,Other,976,93,"100,000 .. 200,000",0,0,0,0,1299,1299,0,1
4007,March of War: FaceOff - M,Other,328,109,"100,000 .. 200,000",17,0,17,0,0,0,0,3
4008,圣女战旗 Banner of the Maid,Other,3781,388,"100,000 .. 200,000",106,167,116,167,1699,1699,0,2
4009,Lovers of Aether,Other,1089,70,"100,000 .. 200,000",3,0,3,0,0,0,0,2
4010,Megaton Rainfall,Other,770,280,"100,000 .. 200,000",214,0,382,0,1599,1599,0,1
4011,Empires Apart,Slitherine Ltd.,1108,545,"100,000 .. 200,000",696,0,1353,0,0,0,0,85
4012,Garden Rescue,Other,95,29,"100,000 .. 200,000",249,0,235,0,399,399,0,9
4013,Cargo Commander,Other,674,150,"100,000 .. 200,000",144,0,151,0,299,299,0,5
4014,Professional Farmer 2014,United Independent Entertainment GmbH,268,324,"100,000 .. 200,000",88,0,88,0,1499,1499,0,55
4015,Insecticide Part 1,Other,327,116,"100,000 .. 200,000",6,0,11,0,99,99,0,5
4016,Survival Driver,Tero Lunkka,19,29,"100,000 .. 200,000",210,0,223,0,49,199,75,52
4017,Darkness Within 1: In Pursuit of Loath Nolder,Iceberg Interactive,312,102,"100,000 .. 200,000",0,0,0,0,799,799,0,40
4018,Starwalker,Other,10,20,"100,000 .. 200,000",235,0,249,0,100,100,0,1
4019,Split/Second,Disney,901,241,"100,000 .. 200,000",336,2,481,2,1999,1999,0,40
4020,Combat Monsters,Other,130,55,"100,000 .. 200,000",2,0,3,0,0,0,0,3
4021,拯救大魔王2 Rescue the Great Demon 2,Other,324,107,"100,000 .. 200,000",9,0,9,0,0,0,0,6
4022,Bloons Monkey City,Other,555,97,"100,000 .. 200,000",1098,108,1158,108,0,0,0,8
4023,Slash It Ultimate,Other,278,86,"100,000 .. 200,000",251,0,251,0,1099,1099,0,19
4024,Clones,Other,265,81,"100,000 .. 200,000",160,0,180,0,99,99,0,1
4025,You Have 10 Seconds,Other,1069,123,"100,000 .. 200,000",15,0,18,0,0,0,0,3
4026,Quern - Undying Thoughts,Other,1646,143,"100,000 .. 200,000",41,0,41,0,2499,2499,0,1
4027,Introvert Quest,Other,47,24,"100,000 .. 200,000",221,0,229,0,499,499,0,11
4028,Jackpot Poker by PokerStars,Other,147,141,"100,000 .. 200,000",92,0,95,0,0,0,0,1
4029,Dropsy,Devolver Digital,1333,89,"100,000 .. 200,000",106,0,109,0,999,999,0,77
4030,Age of Gladiators,Other,484,132,"100,000 .. 200,000",227,0,227,0,999,999,0,3
4031,GRID,Codemasters,1525,1019,"100,000 .. 200,000",182,51,182,51,3999,3999,0,23
4032,Iratus: Lord of the Dead,Daedalic Entertainment,3215,495,"100,000 .. 200,000",477,0,477,0,2999,2999,0,58
4033,Dreaming Sarah,Other,1850,177,"100,000 .. 200,000",245,0,260,0,59,599,90,1
4034,Multimirror,Other,52,67,"100,000 .. 200,000",209,0,195,0,499,499,0,9
4035,ONE PIECE: PIRATE WARRIORS 4,BANDAI NAMCO Entertainment,3313,382,"100,000 .. 200,000",774,0,960,0,5999,5999,0,71
4036,Riff Racer - Race Your Music!,Other,1622,298,"100,000 .. 200,000",263,0,366,0,999,999,0,1
4037,PixelJunk Nom Nom Galaxy,Other,588,201,"100,000 .. 200,000",760,0,794,0,999,999,0,3
4038,Tales of Vesperia: Definitive Edition,BANDAI NAMCO Entertainment,1495,205,"100,000 .. 200,000",3059,0,3059,0,4999,4999,0,71
4039,Greed: Black Border,Headup Games,112,164,"100,000 .. 200,000",20,0,33,0,499,499,0,24
4040,Brother Wings,Other,42,22,"100,000 .. 200,000",279,0,310,0,99,99,0,1
4041,SEUM: Speedrunners from Hell,Headup,1603,95,"100,000 .. 200,000",127,0,136,0,1499,1499,0,27
4042,Changed,Other,2705,220,"100,000 .. 200,000",33,0,33,0,599,599,0,1
4043,I Wanna Maker,Other,1233,46,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4044,Odysseus: Long Way Home,Other,50,24,"100,000 .. 200,000",222,0,230,0,399,399,0,9
4045,Wild West Saga: Idle Tycoon Clicker,Other,429,174,"100,000 .. 200,000",11,0,11,0,0,0,0,1
4046,Unavowed,Other,974,37,"100,000 .. 200,000",529,0,964,0,1499,1499,0,13
4047,Fight The Dragon,Other,1030,270,"100,000 .. 200,000",341,0,487,0,999,999,0,3
4048,Secret of the Magic Crystals,Other,1369,277,"100,000 .. 200,000",1557,0,209,0,499,499,0,2
4049,Defunct,Other,409,90,"100,000 .. 200,000",61,0,89,0,999,999,0,14
4050,Warstone TD,Other,1892,394,"100,000 .. 200,000",386,0,581,0,1499,1499,0,3
4051,Out of the Park Baseball 18,Other,620,51,"100,000 .. 200,000",554,0,975,0,1999,1999,0,9
4052,Deadfall Adventures,THQ Nordic,1596,592,"100,000 .. 200,000",406,0,506,0,1999,1999,0,109
4053,Race for the Galaxy,Other,158,21,"100,000 .. 200,000",0,0,0,0,699,699,0,5
4054,Tumblestone,Other,1161,338,"100,000 .. 200,000",468,0,489,0,2499,2499,0,3
4055,WolfQuest,Other,1207,120,"100,000 .. 200,000",903,0,903,0,1499,1499,0,2
4056,Sudden Strike 4,Other,3766,1386,"100,000 .. 200,000",204,34,304,34,1999,1999,0,7
4057,"What The Heck, Dude?",Other,111,167,"100,000 .. 200,000",349,0,349,0,49,99,51,2
4058,Game Character Hub,Degica,205,91,"100,000 .. 200,000",187,0,185,0,1499,1499,0,97
4059,异化之恶〇Abnormal Treatment,Other,1474,28,"100,000 .. 200,000",0,0,0,0,0,0,0,6
4060,One Way To Die,Other,178,149,"100,000 .. 200,000",6,0,5,0,0,0,0,4
4061,CopperCube 6 Game Engine,Other,144,29,"100,000 .. 200,000",0,0,0,0,0,0,0,2
4062,Grim Legends 2: Song of the Dark Swan,Artifex Mundi,877,29,"100,000 .. 200,000",180,0,200,0,999,999,0,79
4063,Solar Flux,Other,220,72,"100,000 .. 200,000",181,0,221,0,999,999,0,1
4064,Bear With Me - Episode One,Other,742,104,"100,000 .. 200,000",0,0,0,0,0,0,0,5
4065,Sam & Dan: Floaty Flatmates,Other,284,20,"100,000 .. 200,000",0,0,0,0,0,0,0,2
4066,"Warhammer 40,000: Mechanicus",Other,4894,424,"100,000 .. 200,000",370,345,515,345,2999,2999,0,9
4067,Russian Life Simulator,Other,2653,271,"100,000 .. 200,000",789,789,789,789,99,99,0,1
4068,Evil Defenders,Other,261,66,"100,000 .. 200,000",0,0,0,0,999,999,0,1
4069,Climb,Other,260,88,"100,000 .. 200,000",0,0,0,0,0,0,0,3
4070,Trials of Mana,Square Enix,2532,159,"100,000 .. 200,000",778,0,885,0,4999,4999,0,115
4071,Portal of Evil: Stolen Runes Collector's Edition,8Floor,236,24,"100,000 .. 200,000",257,0,278,0,499,499,0,40
4072,MIND: Path to Thalamus Enhanced Edition,Other,866,413,"100,000 .. 200,000",261,0,261,0,599,1199,50,4
4073,Simutrans,Other,280,87,"100,000 .. 200,000",5,0,6,0,0,0,0,1
4074,Shadow Complex Remastered,Other,602,113,"100,000 .. 200,000",271,0,331,0,1499,1499,0,1
4075,Star Realms,Other,880,167,"100,000 .. 200,000",252,0,327,0,0,0,0,2
4076,Dynamite Jack,Other,356,57,"100,000 .. 200,000",32,0,52,0,999,999,0,2
4077,Crusader Kings Complete,Paradox Interactive,107,67,"100,000 .. 200,000",468,0,468,0,999,999,0,59
4078,Bloody Good Time,Ubisoft,689,212,"100,000 .. 200,000",454,0,637,0,499,499,0,123
4079,iRacing,Other,1271,202,"100,000 .. 200,000",131,1,131,1,0,0,0,1
4080,Equilinox,Other,1908,139,"100,000 .. 200,000",226,0,286,0,999,999,0,1
4081,Unity of Command: Stalingrad Campaign,Other,614,149,"100,000 .. 200,000",6,0,6,0,999,999,0,2
4082,Observation,Devolver Digital,1344,347,"100,000 .. 200,000",347,0,347,0,2499,2499,0,77
4083,Darkstar One,Strategy First,304,68,"100,000 .. 200,000",1663,0,1669,0,999,999,0,145
4084,Tesla vs Lovecraft,Other,660,77,"100,000 .. 200,000",66,52,66,52,1499,1499,0,14
4085,Incitement 3,New Reality Games,92,41,"100,000 .. 200,000",289,303,302,303,599,599,0,39
4086,Down To One,Other,836,1324,"100,000 .. 200,000",112,0,193,0,99,99,0,1
4087,Disciples III: Reincarnation,Kalypso Media Digital,796,317,"100,000 .. 200,000",0,0,0,0,1499,1499,0,44
4088,A Fistful of Gun,Devolver Digital,291,155,"100,000 .. 200,000",212,0,144,0,1299,1299,0,77
4089,Sprout,Other,1132,42,"100,000 .. 200,000",20,0,20,0,0,0,0,1
4090,Detroit: Become Human,Other,7728,934,"100,000 .. 200,000",675,427,1148,675,3999,3999,0,3
4091,GUN,Activision,932,108,"100,000 .. 200,000",3123,0,3123,0,1999,1999,0,52
4092,The Initial,Other,1469,427,"100,000 .. 200,000",16,0,16,0,999,999,0,2
4093,Aozora Meikyuu,Other,406,106,"100,000 .. 200,000",239,0,246,0,499,499,0,6
4094,Shark Attack Deathmatch 2,Other,1346,405,"100,000 .. 200,000",159,0,195,0,499,499,0,4
4095,Card City Nights,Other,793,88,"100,000 .. 200,000",87,0,112,0,499,499,0,9
4096,ANKI,Other,76,43,"100,000 .. 200,000",365,0,428,0,49,99,51,4
4097,The Void,Other,671,154,"100,000 .. 200,000",228,0,246,0,999,999,0,2
4098,My Free Farm 2,Other,188,180,"100,000 .. 200,000",958,0,1140,0,0,0,0,17
4099,It's time to get out from the solar system,Other,11,42,"100,000 .. 200,000",308,0,321,0,299,299,0,8
4100,Ohm Studio,Other,158,81,"100,000 .. 200,000",27,0,28,0,0,0,0,2
4101,Naval Warfare,Other,139,120,"100,000 .. 200,000",94,0,100,0,299,299,0,6
4102,PAC-MAN 256,BANDAI NAMCO Entertainment,1103,104,"100,000 .. 200,000",107,0,120,0,499,499,0,71
4103,Playcraft,Other,421,93,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4104,Tower Stacker,For Kids,4,2,"100,000 .. 200,000",0,0,0,0,99,99,0,35
4105,Aegis Defenders,Other,684,152,"100,000 .. 200,000",187,845,183,845,1999,1999,0,10
4106,Idling to Rule the Gods,Other,722,87,"100,000 .. 200,000",24,0,29,0,0,0,0,2
4107,Ultimate Arena,Other,748,165,"100,000 .. 200,000",149,0,174,0,499,499,0,3
4108,Kairo,Other,1186,424,"100,000 .. 200,000",154,0,160,0,499,499,0,3
4109,Critical Mass,Other,297,92,"100,000 .. 200,000",26,0,43,0,199,199,0,1
4110,The Franz Kafka Videogame,Daedalic Entertainment,252,134,"100,000 .. 200,000",0,0,0,0,699,699,0,58
4111,WGT Golf,Other,308,174,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4112,Disturbed,Other,1407,108,"100,000 .. 200,000",64,0,90,0,0,0,0,2
4113,Assassin’s Creed Chronicles: Russia,Other,383,246,"100,000 .. 200,000",380,0,426,0,999,999,0,6
4114,Valgrave: Immortal Plains,Other,522,118,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4115,The Cooking Game,Other,100,47,"100,000 .. 200,000",304,0,310,0,0,0,0,4
4116,Radical Spectrum: Volume 1,New Reality Games,57,40,"100,000 .. 200,000",405,0,306,0,99,99,0,39
4117,Slap City,Other,2123,110,"100,000 .. 200,000",243,0,290,0,999,999,0,9
4118,The Dark Pictures Anthology: Man of Medan,Other,3359,1317,"100,000 .. 200,000",456,0,642,0,2999,2999,0,2
4119,Urizen Shadows of the Cold Deluxe Frosty Edition,Other,30,101,"100,000 .. 200,000",242,0,270,0,199,199,0,17
4120,The Wonderful End of the World,Other,421,140,"100,000 .. 200,000",103,0,183,0,999,999,0,7
4121,Deadlight: Director's Cut,Deep Silver,627,276,"100,000 .. 200,000",71,0,78,0,1199,1199,0,40
4122,Call of Juarez,Other,1116,268,"100,000 .. 200,000",356,0,568,0,999,999,0,7
4123,eSports Legend,Other,636,341,"100,000 .. 200,000",881,0,881,0,999,999,0,5
4124,Pongo,Other,335,142,"100,000 .. 200,000",200,0,204,0,99,99,0,22
4125,Love Ribbon,Other,1345,94,"100,000 .. 200,000",0,0,0,0,999,999,0,4
4126,Zup! 8,Quiet River,2137,70,"100,000 .. 200,000",290,217,370,217,64,99,35,24
4127,Letter Quest: Grimm's Journey,Other,326,22,"100,000 .. 200,000",248,0,248,0,799,799,0,17
4128,Ride 2,Milestone S.r.l.,1883,299,"100,000 .. 200,000",808,0,1235,0,3999,3999,0,26
4129,Star Traders: Frontiers,Other,1960,273,"100,000 .. 200,000",0,0,0,0,1499,1499,0,4
4130,Heat,Other,1104,1071,"100,000 .. 200,000",0,0,0,0,1999,1999,0,2
4131,STARS Simulation,Other,5,6,"100,000 .. 200,000",264,0,285,0,99,99,0,1
4132,Duke of Alpha Centauri,Other,265,71,"100,000 .. 200,000",231,0,267,0,1099,1099,0,19
4133,War for the Overworld,Other,4867,842,"100,000 .. 200,000",633,0,396,0,2999,2999,0,1
4134,Random Access Murder,Other,36,125,"100,000 .. 200,000",2,0,2,0,99,99,0,1
4135,Off-Peak,Other,953,151,"100,000 .. 200,000",8,0,12,0,0,0,0,1
4136,Dead Island Retro Revenge,Deep Silver,129,93,"100,000 .. 200,000",7,0,9,0,499,499,0,40
4137,Unmechanical,Other,386,30,"100,000 .. 200,000",50,0,50,0,999,999,0,2
4138,NEOVERSE,Other,2209,391,"100,000 .. 200,000",252,0,312,0,1999,1999,0,1
4139,Snake Party,Other,12,19,"100,000 .. 200,000",217,0,217,0,99,99,0,14
4140,Fear The Wolves,Focus Home Interactive,1522,1386,"100,000 .. 200,000",178,0,191,0,999,999,0,54
4141,Technobabylon,Other,989,55,"100,000 .. 200,000",137,0,137,0,1499,1499,0,13
4142,"About Love, Hate and the other ones",Other,604,66,"100,000 .. 200,000",197,0,211,0,699,699,0,4
4143,Scourge: Outbreak,Other,327,175,"100,000 .. 200,000",323,0,368,0,599,599,0,1
4144,Booty Calls,Other,255,294,"100,000 .. 200,000",385,0,401,0,0,0,0,1
4145,Hearts of Iron 2 Complete,Paradox Interactive,285,58,"100,000 .. 200,000",10,0,10,0,1499,1499,0,59
4146,Live2DViewerEX,Other,1327,119,"100,000 .. 200,000",14,0,23,0,499,499,0,1
4147,Slash It 2,Other,923,84,"100,000 .. 200,000",195,0,226,0,1099,1099,0,19
4148,VR Flush,Other,487,25,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4149,Stash,Other,434,206,"100,000 .. 200,000",95,0,181,0,0,0,0,3
4150,A Game About,Other,529,55,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4151,NotTheNameWeWanted,Other,2424,347,"100,000 .. 200,000",178,0,217,0,299,299,0,2
4152,CASE: Animatronics,Other,1463,253,"100,000 .. 200,000",59,0,90,0,999,999,0,1
4153,Rise of Industry,Other,2220,592,"100,000 .. 200,000",300,181,313,181,2999,2999,0,9
4154,Icons: Legacy Edition,Other,415,601,"100,000 .. 200,000",0,0,0,0,499,499,0,1
4155,Riding Club Championships,Other,326,132,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4156,Alien Shooter 2 Conscription,Other,262,60,"100,000 .. 200,000",193,0,193,0,999,999,0,10
4157,Haydee,Other,4135,674,"100,000 .. 200,000",136,8,244,8,1499,1499,0,1
4158,SimAirport,Other,2042,569,"100,000 .. 200,000",642,0,764,0,2499,2499,0,1
4159,Akin,Other,172,27,"100,000 .. 200,000",175,0,205,0,299,299,0,7
4160,WWE 2K17,2K,886,569,"100,000 .. 200,000",495,0,700,0,4999,4999,0,58
4161,Sengoku,Paradox Interactive,223,131,"100,000 .. 200,000",129,0,157,0,999,999,0,59
4162,Interplanetary,Team17 Digital Ltd,614,157,"100,000 .. 200,000",100,0,150,0,0,0,0,49
4163,Red Stone Online,Other,161,106,"100,000 .. 200,000",32,0,32,0,0,0,0,2
4164,Drunkn Bar Fight,Other,423,125,"100,000 .. 200,000",120,0,120,0,1399,1399,0,2
4165,SCP: Nukalypse,Other,171,78,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4166,SpedV,Other,176,42,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4167,DeathSpank,Electronic Arts,619,36,"100,000 .. 200,000",401,0,675,0,1499,1499,0,63
4168,Darkout,KISS ltd,415,414,"100,000 .. 200,000",200,0,255,0,999,999,0,45
4169,8-Bit Commando,Other,149,119,"100,000 .. 200,000",177,0,177,0,399,399,0,4
4170,Omikron: The Nomad Soul,Square Enix,273,123,"100,000 .. 200,000",40,0,60,0,999,999,0,115
4171,SENRAN KAGURA SHINOVI VERSUS,Other,3232,180,"100,000 .. 200,000",895,0,895,0,1999,1999,0,13
4172,"""Glow Ball"" - The billiard puzzle game",Other,26,98,"100,000 .. 200,000",236,0,244,0,299,299,0,8
4173,Soldiers: Heroes of World War II,1C Entertainment,361,71,"100,000 .. 200,000",2,0,2,0,499,499,0,97
4174,Project of the Developer,Other,14,29,"100,000 .. 200,000",253,185,266,189,49,99,51,2
4175,Amnesia: Memories,Idea Factory International,2211,169,"100,000 .. 200,000",422,0,422,0,999,999,0,21
4176,Cosmic Star Heroine,Other,506,55,"100,000 .. 200,000",415,73,415,73,1499,1499,0,3
4177,Stormbound,Other,439,183,"100,000 .. 200,000",22,0,22,0,0,0,0,1
4178,The Signal From Tölva,Other,542,262,"100,000 .. 200,000",280,0,280,0,1999,1999,0,4
4179,ConflictCraft,Other,65,22,"100,000 .. 200,000",250,0,298,0,49,199,75,8
4180,Flotilla,Other,173,34,"100,000 .. 200,000",66,0,66,0,999,999,0,6
4181,Eternal Battlefield,Other,330,92,"100,000 .. 200,000",0,0,0,0,0,0,0,1
4182,D4: Dark Dreams Don’t Die -Season One-,PLAYISM,1440,335,"100,000 .. 200,000",478,0,515,0,1499,1499,0,76
4183,Negligee,Dharker Studios Ltd,535,129,"100,000 .. 200,000",262,0,262,0,1499,1499,0,21
4184,X-Morph: Defense,Other,1476,100,"100,000 .. 200,000",294,0,406,0,1999,1999,0,1
4185,紅蜘蛛外伝：暗戦,Other,3,0,"100,000 .. 200,000",0,0,0,0,0,0,0,4
4186,Finding Teddy,Other,727,154,"100,000 .. 200,000",87,0,150,0,699,699,0,3
4187,Shepherd of Light,Other,504,24,"100,000 .. 200,000",0,0,0,0,0,0,0,1
